id	name	description	reactions	parent
rn00642	Ethylbenzene degradation		R05313|R05352|R05366|R05416|R05424|R05425|R05426|R05427|R05440|R05452|R05453|R05506|R05745	Xenobiotics biodegradation and metabolism
rn00643	Styrene degradation		R01364|R02517|R02519|R02536|R02540|R02963|R03181|R05354|R05358|R05362|R05379|R05404|R05417|R05450|R05487|R05488|R05508|R05509|R05551|R07638|R07854|R07855|R10697	Xenobiotics biodegradation and metabolism
rn00650	Butanoate metabolism		R00048|R00212|R00215|R00226|R00238|R00261|R00410|R00713|R00714|R01087|R01171|R01172|R01173|R01174|R01175|R01176|R01179|R01196|R01357|R01358|R01360|R01361|R01367|R01644|R01648|R01688|R01975|R01976|R01977|R01978|R02164|R02419|R02855|R02946|R02948|R02949|R03026|R03027|R03028|R03031|R03276|R03534|R03544|R03545|R03707|R03937|R04000|R04254|R05118|R05119|R05120|R05121|R05336|R05337|R09078|R09280|R09281|R09738|R10178|R10343|R10504|R10505|R10506	Carbohydrate metabolism
rn00660	C5-Branched dibasic acid metabolism		R00008|R00226|R00237|R00262|R00325|R00932|R00934|R00993|R00994|R00995|R02243|R02404|R02407|R02491|R02711|R02712|R02713|R02948|R03153|R03154|R03693|R03694|R03695|R03696|R03896|R03897|R03898|R03995|R04269|R05076|R05077|R05078|R05079	Carbohydrate metabolism
rn00670	One carbon pool by folate		R00936|R00937|R00939|R00940|R00941|R00943|R00944|R00945|R00946|R01217|R01218|R01220|R01224|R01225|R01655|R01669|R02101|R02235|R02236|R02287|R02300|R02301|R02302|R02573|R02729|R03189|R03940|R04125|R04325|R04326|R04560|R06613|R07168	Metabolism of cofactors and vitamins
rn00680	Methane metabolism	Methane is metabolized principally by methanotrophs and methanogens in the global carbon cycle. Methanotrophs consume methane as the only source of carbon, while methanogens produce methane as a metabolic byproduct. Methylotrophs, which are microorganisms that can obtain energy for growth by oxidizing one-carbon compounds, such as methanol and methane, are situated between methanotrophs and methanogens. Methanogens can obtain energy for growth by converting a limited number of substrates to methane under anaerobic conditions. Three types of methanogenic pathways are known: CO2 to methane [MD:M00567], methanol to methane [MD:M00356], and acetate to methane [MD:M00357]. Methanogens use 2-mercaptoethanesulfonate (CoM; coenzyme M) as the terminal methyl carrier in methanogenesis and have four enzymes for CoM biosynthesis [MD:M00358]. Coenzyme B-Coenzyme M heterodisulfide reductase (Hdr), requiring for the final reaction steps of methanogenic pathway, is divided into two types: cytoplasmic HdrABC in most methanogens and membrane-bound HdrED in Methanosarcina species. In methanotrophs and methyltrophs methane is oxidized to form formaldehyde, which is at the diverging point for further oxidation to CO2 for energy source and assimilation for biosynthesis. There are three pathways that convert formaldehyde to C2 or C3 compounds: serine pathway [MD:M00346], ribulose monophosphate pathway [MD:M00345], and xylulose monophosphate pathway [MD:M00344]. The first two pathways are found in prokaryotes and the third is found in yeast. As a special case of methylotrophs, various amines can be used as carbon sources in trimethylamine metabolism [MD:M00563].	R00134|R00199|R00230|R00235|R00296|R00315|R00342|R00345|R00473|R00519|R00527|R00582|R00588|R00604|R00605|R00606|R00608|R00609|R00614|R00658|R00756|R00762|R00945|R01011|R01068|R01142|R01146|R01196|R01256|R01388|R01440|R01513|R01518|R01586|R01588|R02511|R02512|R02560|R03015|R03025|R03390|R03464|R04173|R04347|R04455|R04456|R04464|R04540|R04541|R05338|R05339|R05623|R05774|R05789|R06982|R06983|R07136|R07157|R07476|R08058|R08059|R08060|R08214|R08215|R08217|R08323|R08328|R08331|R08332|R08572|R09096|R09098|R09099|R09124|R09153|R09396|R09397|R09398|R09399|R09400|R09401|R09518|R09998|R09999|R10392|R10393|R10395|R10396|R10397	Energy metabolism
rn00710	Carbon fixation in photosynthetic organisms		R00024|R00206|R00214|R00216|R00258|R00341|R00342|R00343|R00345|R00355|R00761|R00762|R01015|R01056|R01061|R01063|R01067|R01068|R01512|R01523|R01529|R01621|R01641|R01829|R01844|R01845	Energy metabolism
rn00720	Carbon fixation pathways in prokaryotes	Carbon fixation is an important pathway for autotrophs living in various environments. Plants and cyanobacteria fix CO2 as organic compounds using solar energy mainly by the reductive pentose phosphate cycle (also called Calvin cycle, Calvin-Benson cycle, or Calvin-Benson-Bassham cycle) [MD:M00165]. There are, at least, five additional carbon fixation pathways known to exist in autotrophic bacteria and archaea, which differ in reducing compounds, energy source, and oxygen sensitivity of enzymes. (i) The reductive citric acid cycle (Arnon-Buchanan cycle) [MD:M00173] is found in microaerophiles and anaerobes, such as green sulfur bacteria. In one complete turn of this cycle, four molecules of CO2 are fixed by the enzymes that are sensitive to oxygen, resulting in the production of one molecule of oxaloacetate, which is itself an intermediate of the cycle. (ii) The reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [MD:M00377] is found in strictly anaerobic bacteria and archaea (Proteobacteria, Planctomycetes, Spirochaetes, and Euryarchaeota), some of which are methane-forming. A bifunctional enzyme, carbon monoxide dehydrogenase/acetyl-CoA synthase, catalyzes the reactions from CO2 to CO and from CO2 to a methyl group, and then to generate acetyl-CoA. (iii) The 3-hydroxypropionate bicycle [MD:M00376] is found in some green non-sulphur bacteria of the family Chloroflexaceae. In one complete turn of this bicycle, three molecules of bicarbonate are converted into one molecule of pyruvate. In addition, this bicycle provides the secondary benefit of useful intermediates for biosynthesis: acetyl-CoA, glyoxylate, and succinyl-CoA. (iv) The hydroxypropionate-hydroxybutyrate cycle [MD:M00375] is found in aerobic Crenarchaeota, Acidianus, Metallosphaera, and Sulfolobales. Some of the intermediates and the carboxylation reactions are the same as in the 3-hydroxypropionate bicycle. One complete turn of this cycle generates two molecules of acetyl-CoA, one of which is reutilized in the the cycle and the other is removed for cell material biosynthesis. (v) The dicarboxylate-hydroxybutyrate cycle [MD:M00374] was named after its intermediates: succinate (a kind of dicarboxylate) and hydroxybutyrate. This cycle has been found only in Ignicoccus hospitals, a strictly anaerobic hyperthermophilic archaea. Recent genome study suggests that this cycle may exist in Desulforococcales (to which Ignicoccus belongs) and Thermoproteales (a taxon close to the origin of archaea). The first half of the cycle, from acetyl-CoA to succinate-CoA, corresponds to the reductive citric acid cycle and the latter half of the cycle, from succinate-CoA to two molecules of acetyl-CoA, corresponds to the hydroxypropionate-hydroxybutyrate cycle.	R00134|R00199|R00206|R00230|R00235|R00237|R00238|R00267|R00315|R00342|R00344|R00345|R00352|R00354|R00405|R00406|R00408|R00473|R00740|R00742|R00833|R00919|R00934|R00943|R01082|R01196|R01197|R01220|R01322|R01325|R01655|R01859|R01900|R01975|R02289|R02765|R03026|R03031|R03045|R05076|R05337|R07157|R07168|R09279|R09280|R09281|R09282|R09283|R09286|R09289|R10243	Energy metabolism
rn00730	Thiamine metabolism		R00033|R00072|R00615|R00616|R00617|R00618|R00619|R02133|R02134|R02135|R02863|R03223|R03471|R03472|R04448|R04509|R05636|R07459|R07460|R07461|R07463|R09977|R10246|R10247|R10685|R10686|R10711|R10712	Metabolism of cofactors and vitamins
rn00740	Riboflavin metabolism		R00066|R00160|R00161|R00425|R00548|R00549|R01732|R02363|R03458|R03459|R04457|R04458|R05705|R05706|R07280|R07281|R07306|R08574|R09083|R09374|R09375|R09376|R09377|R09520	Metabolism of cofactors and vitamins
rn00750	Vitamin B6 metabolism		R00173|R00174|R00277|R00278|R01147|R01580|R01649|R01707|R01708|R01709|R01710|R01711|R01712|R01713|R01825|R01909|R01910|R01911|R01913|R02493|R02494|R02992|R02993|R03385|R03386|R03461|R04210|R04397|R04524|R04570|R04593|R05084|R05085|R05086|R05681|R05838|R05839|R05840|R07406|R07456	Metabolism of cofactors and vitamins
rn00760	Nicotinate and nicotinamide metabolism		R00102|R00103|R00104|R00112|R00118|R00119|R00137|R00189|R00257|R00481|R01087|R01268|R01269|R01270|R01271|R01273|R01355|R01720|R01721|R01723|R01724|R02294|R02295|R02322|R02323|R02324|R02860|R02861|R03004|R03005|R03069|R03070|R03164|R03202|R03346|R03347|R03348|R03540|R03908|R04085|R04130|R04292|R07170|R07221|R07407|R07410|R07514|R07515|R07946|R07947|R07948|R07949|R07983|R07984|R07985|R07986|R08408|R08764|R09125|R09126|R09471|R09472|R09473|R10046|R10101|R10102|R10131|R10132	Metabolism of cofactors and vitamins
rn00770	Pantothenate and CoA biosynthesis		R00006|R00130|R00489|R00905|R00977|R00978|R01209|R01211|R01214|R01226|R01623|R01625|R02269|R02471|R02472|R02473|R02474|R02971|R02972|R02973|R03018|R03035|R03036|R03051|R03198|R03269|R03927|R04230|R04231|R04391|R09378|R09379	Metabolism of cofactors and vitamins
rn00780	Biotin metabolism	Biotin (vitamin H or vitamin B7) is the essential cofactor of biotin-dependent carboxylases, such as pyruvate carboxylase and acetyl-CoA carboxylase. Mammals cannot synthesize biotin, while in bacteria, fungi, and plants it is synthesized from pimelate thioester through different pathways. In E. coli and many organisms, pimelate thioester is derived from malonyl-ACP. The pathway starts with the methylation to malonyl-ACP methyl ester, followed by the fatty acid chain elongation cycle to form pimeloyl-ACP methyl ester, which is then demethylated to form pimeloyl-ACP [MD:M00572]. Pimeloyl-ACP is converted to biotin through the final four steps in the biotin bicyclic ring assembly, which are conserved among biotin-producing organisms [MD:M00123]. In B. subtilis, biotin is derived from pimeloyl-ACP formed by oxidative cleavage of long-chain acyl-ACPs [MD:M00573]. Some bacteria synthesize biotin from pimeloyl-CoA derived from pimelate [MD:M00577]. Biotin is covalently attached to biotin-dependent carboxylase by biotin protein ligase, also known as holocarboxylase synthase in mammals, to form an active holocarboxylase. After degradation of the biotinylated carboxylase into biocytin, it is further degraded by biotinidase to release free biotin, which is recycled in holocarboxylase synthesis. Biotin is catabolized by beta-oxidation of the valeric acid side chain or oxidation of sulfur in the heterocyclic ring.	R01074|R01077|R01078|R03182|R03209|R03210|R03231|R03762|R04869|R05145|R09543|R09725|R10115|R10116|R10117|R10118|R10119|R10120|R10121|R10122|R10123|R10124|R10127	Metabolism of cofactors and vitamins
rn00785	Lipoic acid metabolism		R07766|R07767|R07768|R07769|R07770|R07771	Metabolism of cofactors and vitamins
rn00790	Folate biosynthesis		R00428|R00936|R00937|R00939|R00940|R00942|R01716|R01793|R01794|R01813|R02235|R02236|R02237|R03066|R03067|R03388|R03503|R03504|R04241|R04242|R04285|R04286|R04620|R04621|R04622|R04638|R04639|R05046|R05048|R05122|R05553|R07605|R09394|R09395|R09594|R09959|R09978|R10002	Metabolism of cofactors and vitamins
rn00791	Atrazine degradation		R00005|R00131|R00778|R05558|R05559|R05560|R05561|R05563|R05564|R05565|R05567|R05568|R05569|R05572|R05573|R05574|R06966|R06967|R06968|R06969|R06970|R06971|R06972	Xenobiotics biodegradation and metabolism
rn00830	Retinol metabolism		R00032|R02123|R02124|R02125|R02127|R02128|R02366|R02367|R02368|R02902|R02904|R02905|R03048|R03049|R03836|R05041|R06194|R07163|R08379|R08380|R08381|R08382|R08383|R08384|R08385|R08387|R08388|R08389|R08390|R08391|R08392	Metabolism of cofactors and vitamins
rn00860	Porphyrin and chlorophyll metabolism		R00036|R00070|R00078|R00084|R00097|R00099|R00107|R00310|R00312|R00313|R00314|R00830|R01492|R02271|R02272|R02389|R02391|R02393|R02394|R02480|R02864|R02999|R03165|R03166|R03194|R03195|R03197|R03220|R03222|R03678|R03682|R03683|R03684|R03845|R03877|R03947|R03948|R03951|R04109|R04123|R04148|R04178|R04237|R04594|R04795|R04971|R04972|R04973|R04977|R04978|R04979|R05040|R05149|R05150|R05177|R05180|R05181|R05217|R05218|R05219|R05220|R05221|R05222|R05223|R05224|R05225|R05226|R05227|R05578|R05618|R05807|R05808|R05809|R05810|R05812|R05814|R05815|R05817|R05818|R05819|R06254|R06255|R06256|R06257|R06265|R06266|R06267|R06268|R06269|R06270|R06271|R06272|R06282|R06284|R06286|R06287|R06288|R06529|R06530|R06531|R06558|R06895|R06896|R07268|R07302|R07411|R07412|R07772|R07773|R07774|R07775|R08203|R08204|R08584|R08716|R08914|R08915|R08921|R08974|R09032|R09033|R09053|R09054|R09055|R09056|R09057|R09058|R09059|R09060|R09061|R09062|R09063|R09064|R09065|R09066|R09067|R09068|R09069|R09070|R09071|R09489	Metabolism of cofactors and vitamins
rn00900	Terpenoid backbone biosynthesis	Terpenoids, also known as isoprenoids, are a large class of natural products consisting of isoprene (C5) units. There are two biosynthetic pathways, the mevalonate pathway [MD:M00095] and the non-mevalonate pathway or the MEP/DOXP pathway [MD:M00096], for the terpenoid building blocks: isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). The action of prenyltransferases then generates higher-order building blocks: geranyl diphosphate (GPP), farsenyl diphosphate (FPP), and geranylgeranyl diphosphate (GGPP), which are the precursors of monoterpenoids (C10), sesquiterpenoids (C15), and diterpenoids (C20), respectively. Condensation of these building blocks gives rise to the precursors of sterols (C30) and carotenoids (C40). The MEP/DOXP pathway is absent in higher animals and fungi, but in green plants the MEP/DOXP and mevalonate pathways co-exist in separate cellular compartments. The MEP/DOXP pathway, operating in the plastids, is responsible for the formation of essential oil monoterpenes and linalyl acetate, some sesquiterpenes, diterpenes, and carotenoids and phytol. The mevalonate pathway, operating in the cytosol, gives rise to triterpenes, sterols, and most sesquiterpenes.	R00238|R01121|R01123|R01658|R01978|R02003|R02061|R02063|R02081|R02082|R02245|R03245|R03264|R03917|R04496|R05556|R05633|R05634|R05636|R05637|R05688|R05884|R06447|R07219|R08199|R08209|R08210|R08375|R08528|R08689|R08697|R09244|R09245|R09246|R09247|R09248|R09249|R09250|R09251|R09562|R09633|R09730|R09731|R09844|R09845|R09846|R09847|R09848|R09849|R09850|R10093|R10561	Metabolism of terpenoids and polyketides
rn00901	Indole alkaloid biosynthesis		R00685|R03230|R03703|R03738|R03820|R03860|R04013|R05824|R05825|R05826|R05827|R05828|R05829|R05844|R05845|R05846|R05847|R05848|R05849|R05852|R05853|R05854|R05855|R05856|R05857|R05858|R05859|R05860|R05866|R05867|R05868|R05869|R05870|R05871|R05872|R05873|R05874|R05876|R05877|R05878|R05879|R05880|R05881|R05882|R05885|R05886	Biosynthesis of other secondary metabolites
rn00902	Monoterpenoid biosynthesis	Monoterpenoids (C10 terpenoids) are a group of terpenoids consisting of two isoprene units. They are derived from geranyl diphosphate (GPP). Most monoterpenoids are volatile oils with highly distinctive aromas and flavors, such as essential oils, turpentine, and oleoresins of coniferous plants. This map shows some examples. The monoterpene ketone l-menthone is specifically converted to l-menthol and d-neomenthol in mature peppermint leaves. The iridoids constitute a family of highly oxygenated monoterpenes, mixtures of which are present in many medicinal plants, such as valerian. They are derived from geraniol or nerol via oxidation of a terminal methyl group. The cyclopentane ring of loganin can itself be cleaved in a further P450-dependent step, leading to secologanin, which provides the carbon skeleton for many powerfully bioactive secondary metabolites of indole alkaloids.	R02004|R02006|R02007|R02008|R02009|R02011|R02013|R02177|R02468|R02469|R02470|R02548|R02994|R02995|R03114|R03261|R03554|R03555|R03556|R04578|R05089|R05090|R05765|R05766|R05832|R05833|R05834|R05898|R05899|R05900|R06117|R06119|R06120|R06417|R06418|R06419|R06420|R06421|R06422|R07631|R07632|R08396|R08499|R08784|R08785|R08786|R08923|R08925|R09702|R09708|R09922|R09923|R09924	Metabolism of terpenoids and polyketides
rn00903	Limonene and pinene degradation		R02468|R02470|R03114|R03945|R04040|R05784|R06117|R06119|R06366|R06367|R06368|R06369|R06370|R06371|R06372|R06373|R06374|R06375|R06376|R06377|R06378|R06379|R06380|R06381|R06382|R06383|R06384|R06385|R06386|R06387|R06388|R06389|R06390|R06391|R06392|R06393|R06394|R06395|R06396|R06397|R06398|R06399|R06400|R06401|R06402|R06403|R06404|R06405|R06406|R06407|R06408|R06409|R06410|R06411|R06412|R06413|R06414|R06415|R06515|R09385|R09387|R09388|R09389|R09390|R09391|R09392|R09393	Metabolism of terpenoids and polyketides
rn00904	Diterpenoid biosynthesis		R02064|R02068|R03008|R03009|R03806|R03807|R03809|R05092|R05097|R06195|R06196|R06291|R06292|R06293|R06294|R06295|R06296|R06297|R06298|R06301|R06302|R06303|R06304|R06305|R06306|R06307|R06308|R06309|R06310|R06311|R06312|R06313|R06316|R06318|R06319|R06321|R06322|R06323|R06324|R06325|R06326|R06327|R06328|R06329|R06330|R06331|R06332|R06333|R06334|R06335|R06336|R06337|R06338|R06339|R06340|R06341|R06342|R06343|R06344|R06345|R06346|R06347|R06349|R06350|R06351|R06352|R06353|R06354|R06355|R06356|R06357|R06358|R06359|R06617|R06618|R06619|R08171|R08172|R08173|R08916|R08917|R08993|R09108|R09109|R09110|R09111|R09112|R09113|R09114|R09115|R09116|R09117|R09118|R09119|R09120|R09121|R09122|R09123|R09861|R09865|R09866|R09867|R09874|R09899|R09903|R09921|R09967|R10241|R10533|R10562|R10585	Metabolism of terpenoids and polyketides
