ID	NAMES	KEGG	EQUATION	ECs
R08617	D-glucose-6-phosphate phosphate-lyase (2-deoxy-scyllo-inosose-forming)	R08617	C00092[0] <=> C17209[0] + C00009[0]	4.2.3.124
R08618	L-methionine:2-oxo-acid aminotransferase	R08618	C00073[0] + C00161[0] <=> C01180[0] + C00151[0]	2.6.1.88|2.6.1.-
R08619	acetyl-CoA:4-methylthio-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08619	C01180[0] + C00024[0] + C00001[0] <=> C17210[0] + C00010[0]	2.3.3.-
R08620	2-(2'-methylthio)ethylmalate hydroxymutase	R08620	C17210[0] <=> C17212[0]	5.4.4.-
R08621	3-(2'-methylthio)ethylmalate oxidoreductase (decarboxylating)	R08621	C17212[0] <=> C17211[0] + C00011[0]	1.1.1.-
R08622	homomethionine:2-oxo-acid aminotransferase	R08622	C17211[0] + C00151[0] <=> C17213[0] + C00161[0]	2.6.1.-
R08623	acetyl-CoA:5-methylthio-2-oxopentanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08623	C17211[0] + C00024[0] + C00001[0] <=> C17214[0] + C00010[0]	2.3.3.-
R08624	2-(3'-methylthio)propylmalate hydroxymutase	R08624	C17214[0] <=> C17215[0]	5.4.4.-
R08625	3-(3'-methylthio)propylmalate oxidoreductase (decarboxylating)	R08625	C17215[0] <=> C17216[0] + C00011[0]	1.1.1.-
R08626	dihomomethionine:2-oxo-acid aminotransferase	R08626	C17216[0] + C00151[0] <=> C17217[0] + C00161[0]	2.6.1.-
R08627	acetyl-CoA:6-methylthio-2-oxohexanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08627	C17216[0] + C00024[0] + C00001[0] <=> C17218[0] + C00010[0]	2.3.3.-
R08628	2-(3'-methylthio)butylmalate hydroxymutase	R08628	C17218[0] <=> C17219[0]	5.4.4.-
R08629	3-(4'-methylthio)butylmalate oxidoreductase (decarboxylating)	R08629	C17219[0] <=> C17220[0] + C00011[0]	1.1.1.-
R08630	trihomomethionine:2-oxo-acid aminotransferase	R08630	C17220[0] + C00151[0] <=> C17221[0] + C00161[0]	2.6.1.-
R08631	acetyl-CoA:7-methylthio-2-oxoheptanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08631	C17220[0] + C00024[0] + C00001[0] <=> C17222[0] + C00010[0]	2.3.3.-
R08632	L-cystathionine cysteine-lyase	R08632	C02291[0] <=> C00097[0] + C17234[0]	4.4.1.1
R08633	L-homocysteine hydrogen-sulfide-lyase	R08633	C00155[0] <=> C00283[0] + C17234[0]	4.4.1.2
R08634	2-(3'-methylthio)pentylmalate hydroxymutase	R08634	C17222[0] <=> C17223[0]	5.4.4.-
R08635	L-methionine methanethiol-lyase	R08635	C00073[0] <=> C00409[0] + C17234[0]	4.4.1.11
R08636	3-(5'-methylthio)pentylmalate oxidoreductase (decarboxylating)	R08636	C17223[0] <=> C17224[0] + C00011[0]	1.1.1.-
R08637	2-Aminobut-2-enoate aminohydrolase (spontaneous)	R08637	C17234[0] + C00001[0] <=> C00109[0] + C00014[0]	4.4.1.1|4.4.1.2|4.4.1.11
R08638	tetrahomomethionine:2-oxo-acid aminotransferase	R08638	C17224[0] + C00151[0] <=> C17225[0] + C00161[0]	2.6.1.-
R08639	alpha-D-glucose 1,6-phosphomutase	R08639	C00103[0] <=> C00092[0]	5.4.2.2|5.4.2.5
R08640	acetyl-CoA:8-methylthio-2-oxooctanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08640	C17224[0] + C00024[0] + C00001[0] <=> C17226[0] + C00010[0]	2.3.3.-
R08641	2-(3'-methylthio)hexylmalate hydroxymutase	R08641	C17226[0] <=> C17227[0]	5.4.4.-
R08642	3-(6'-methylthio)hexylmalate oxidoreductase (decarboxylating)	R08642	C17227[0] <=> C17228[0] + C00011[0]	1.1.1.-
R08643	pentahomomethionine:2-oxo-acid aminotransferase	R08643	C17228[0] + C00151[0] <=> C17229[0] + C00161[0]	2.6.1.-
R08644	acetyl-CoA:9-methylthio-2-oxononanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08644	C17228[0] + C00024[0] + C00001[0] <=> C17230[0] + C00010[0]	2.3.3.-
R08645	2-(3'-methylthio)heptylmalate hydroxymutase	R08645	C17230[0] <=> C17231[0]	5.4.4.-
R08646	3-(7'-methylthio)heptylmalate oxidoreductase (decarboxylating)	R08646	C17231[0] <=> C17232[0] + C00011[0]	1.1.1.-
R08647	hexahomomethionine:2-oxo-acid aminotransferase	R08647	C17232[0] + C00151[0] <=> C17233[0] + C00161[0]	2.6.1.-
R08648	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)	R08648	C00022[0] + C00109[0] <=> C06006[0] + C00011[0]	2.2.1.6
R08650		R08650	C00441[0] + C00111[0] <=> C12115[0] + C00009[0] + (2) C00001[0]	null
R08651	D-fructose:NADP+ 5-oxidoreductase	R08651	C00095[0] + C00006[0] <=> C00273[0] + C00005[0] + C00080[0]	1.1.1.124
R08652	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08652	C00079[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C16075[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.124
R08653	(Z)-phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)	R08653	C16075[0] + C00097[0] + C00005[0] + C00007[0] + C00080[0] <=> C17237[0] + C00006[0] + (2) C00001[0]	1.14.-.-
R08654	S-(phenylacetothiohydroximoyl)-L-cysteine phenylacetothiohydroximate-lyase (deaminating; pyruvate-forming)	R08654	C17237[0] + C00001[0] <=> C03719[0] + C00022[0] + C00014[0]	4.4.1.-
R08655	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08655	C17235[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17236[0] + (2) C00006[0] + C00011[0] + (3) C00001[0]	1.14.13.-
R08656	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08656	C00082[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C04353[0] + (2) C00006[0] + (3) C00001[0] + C00011[0]	1.14.13.41
R08657	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	R08657	C00093[0] + C00399[0] <=> C00111[0] + C00390[0]	1.1.5.3
R08658	glycerol-1-phosphate phosphohydrolase	R08658	C03189[0] + C00001[0] <=> C00116[0] + C00009[0]	3.1.3.21
R08659	(Z)-4-hydroxyphenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)	R08659	C04353[0] + C00007[0] + C00005[0] + C00097[0] + C00080[0] <=> C17238[0] + C00006[0] + (2) C00001[0]	1.14.-.-
R08660	S-(hydroxyphenylacetothiohydroximoyl)-L-cysteine phenylacetothiohydroximate-lyase (deaminating; pyruvate-forming)	R08660	C17238[0] + C00001[0] <=> C17239[0] + C00022[0] + C00014[0]	4.4.1.-
R08661	UDP-glucose:p-hydroxyphenylacetothiohydroximate S-beta-D-glucosyltransferase	R08661	C17239[0] + C00029[0] <=> C17240[0] + C00015[0]	2.4.1.195
R08662	3'-phosphoadenylyl-sulfate:desulfo-p-hydroxybenzylglucosinolate sulfotransferase	R08662	C17240[0] + C00053[0] <=> C08426[0] + C00054[0]	2.8.2.-
R08663	L-valine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08663	C00183[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C03219[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.118
R08664	L-leucine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08664	C00123[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17255[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08665	homomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08665	C17213[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17241[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08666	4-methylthiobutanaldoxime,NADPH:oxygen oxidoreductase (adding cysteine)	R08666	C17241[0] + C00097[0] + C00005[0] + C00007[0] + C00080[0] <=> C17242[0] + C00006[0] + (2) C00001[0]	1.14.-.-
R08667	S-(4-methylthiobutylthiohydroximoyl)-L-cysteine 4-methylthiobutylthiohydroximate-lyase (deaminating; pyruvate-forming)	R08667	C17242[0] + C00001[0] <=> C17243[0] + C00022[0] + C00014[0]	4.4.1.-
R08668	UDP-glucose:4-methylthiobutylthiohydroximate S-beta-D-glucosyltransferase	R08668	C17243[0] + C00029[0] <=> C17244[0] + C00015[0]	2.4.1.195
R08669	3'-phosphoadenylyl-sulfate:3-methylthiopropyl-desulfoglucosinolate sulfotransferase	R08669	C17244[0] + C00053[0] <=> C08412[0] + C00054[0]	2.8.2.-
R08670	dihomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08670	C17217[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17245[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08671	3'-phosphoadenylyl-sulfate:4-methylthiobutyl-desulfoglucosinolate sulfotransferase	R08671	C17248[0] + C00053[0] <=> C08409[0] + C00054[0]	2.8.2.-
R08672	trihomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08672	C17221[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17246[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08673	tetrahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08673	C17225[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17249[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08674	pentahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08674	C17229[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17251[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08675	hexahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08675	C17233[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17253[0] + (3) C00001[0] + (2) C00006[0] + C00011[0]	1.14.13.-
R08676	ADP-glucose:D-fructose 2-alpha-D-glucosyltransferase	R08676	C00008[0] + C00089[0] <=> C00498[0] + C00095[0]	2.4.1.13
R08677		R08677	C00051[0] + C00087[0] <=> C17267[0]	1.13.11.18
R08678	S-sulfanylglutathione:oxygen oxidoreductase	R08678	C17267[0] + C00007[0] + C00001[0] <=> C00051[0] + C00094[0]	1.13.11.18
R08679	amino acid:2-oxo-acid aminotransferase	R08679	C00045[0] + C00161[0] <=> C00045[0] + C00161[0]	2.6.1.-
R08680	acetyl-CoA:2-oxo-acid C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08680	C00161[0] + C00024[0] + C00001[0] <=> C17263[0] + C00010[0]	2.3.3.-
R08681	2-alkylmalate hydroxymutase	R08681	C17263[0] <=> C17264[0]	5.4.4.-
R08682	3-alkylmalate oxidoreductase (decarboxylating)	R08682	C17264[0] <=> C17265[0] + C00011[0]	1.1.1.-
R08683	amino acid:2-oxo-acid aminotransferase	R08683	C17265[0] + C00045[0] <=> C17266[0] + C00161[0]	2.6.1.-
R08684	amino-acid,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08684	C00045[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C02658[0] + (2) C00006[0] + (3) C00001[0] + C00011[0]	1.14.13.-
R08685	aldoxime,NADPH:oxygen oxidoreductase (adding cysteine)	R08685	C02658[0] + C00005[0] + C00007[0] + C00097[0] + C00080[0] <=> C17262[0] + C00006[0] + (2) C00001[0]	1.14.-.-
R08686	S-thiohydroximoyl-L-cysteine thiohydroximate-lyase (deaminating; pyruvate-forming)	R08686	C17262[0] + C00001[0] <=> C17261[0] + C00022[0] + C00014[0]	4.4.1.-
R08687	UDP-glucose:thiohydroximate S-beta-D-glucosyltransferase	R08687	C17261[0] + C00029[0] <=> C17259[0] + C00015[0]	2.4.1.195
R08688	3'-phosphoadenylyl-sulfate:desulfoglucosinolate sulfotransferase	R08688	C17259[0] + C00053[0] <=> C17260[0] + C00054[0]	2.8.2.-
R08689	(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating)	R08689	C11453[0] + (2) C00138[0] <=> C11811[0] + C00001[0] + (2) C00139[0]	1.17.7.1
R08690	side chain-elongation	R08690	C00079[0] <=> C17235[0]	null
R08691	trans,trans-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-Valencene-forming]|(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-Valencene-forming]	R08691	C00448[0] <=> C17277[0] + C00013[0]	4.2.3.73
R08692	GDP-D-mannuronate:Poly(beta-D-mannuronate) beta-D-mannuronyltransferase	R08692	C00976[0] + C05144[0] <=> C05144[0] + C00035[0]	2.4.1.33
R08693	Poly(beta-D-mannuronate) C5-epimerase	R08693	C05144[0] <=> C01768[0]	5.1.3.-
R08694	(1->4)-alpha-D-galacturonan lyase|Poly(1,4-alpha-D-galacturonate)lyase	R08694	C00470[0] <=> C04810[0] + C00470[0]	4.2.2.2
R08695	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(E)-beta-farnesene-forming]|trans,trans-farnesyl-diphosphate diphosphate-lyase (beta-farnesene-forming)	R08695	C00448[0] <=> C09666[0] + C00013[0]	4.2.3.47
R08696	(2E,6E)-farnesyl-diphosphate lyase [(3E,6E)-alpha-farnesene-forming]|trans,trans-farnesyl-diphosphate diphosphate-lyase (alpha-farnesene-forming)	R08696	C00448[0] <=> C09665[0] + C00013[0]	4.2.3.46
R08697	trans,trans-Farnesyl-diphosphate diphosphohydrolase|(2E,6E)-farnesyl-diphosphate diphosphohydrolase	R08697	C00448[0] + C00001[0] <=> C01126[0] + C00013[0]	3.1.7.6
R08698	2-Aminoacrylate aminohydrolase	R08698	C02218[0] + C00001[0] <=> C00022[0] + C00014[0]	4.3.1.17
R08699	3'-phosphoadenylyl sulfate:2-aminoacrylate C-sulfotransferase	R08699	C02218[0] + C00053[0] <=> C00506[0] + C00054[0]	null
R08700	[enzyme]-S-sulfanylcysteine:tRNA-uridine sulfurtransferase (ATP-hydrolysing)	R08700	C00868[0] + C15812[0] + C00002[0] <=> C17322[0] + C15811[0] + C00020[0] + C00013[0]	2.8.1.4
R08701	tRNA uridine 5-carboxymethylaminomethyl modification	R08701	C17322[0] + C00037[0] + C03479[0] + C00030[0] <=> C17323[0] + C00101[0] + C00028[0] + C00001[0]	null
R08702	tRNA containing 5-carboxymethylaminomethyl-2-thiouridine:oxygen oxidoreductase	R08702	C17323[0] + C00007[0] + C00001[0] <=> C11478[0] + C00048[0] + C00027[0]	1.5.3.-
R08704	UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase	R08704	C04089[0] <=> C17328[0]	1.1.1.-|5.1.3.-
R08705	UDP-L-rhamnose:NADP+ 4-oxidoreductase	R08705	C17328[0] + C00005[0] + C00080[0] <=> C02199[0] + C00006[0]	1.1.1.-
R08706	UDP-N-acetyl-D-glucosaminuronate 4-epimerase	R08706	C04573[0] <=> C13952[0]	5.1.3.-
R08707	N-linked-glycopeptide-(N-acetyl-beta-D-glucosaminyl)-L-asparagine amidohydrolase	R08707	C04375[0] + C00001[0] <=> C01239[0] + C02871[0]	3.5.1.52
R08708	CDP-4-dehydro-3,6-dideoxy-D-glucose 5-epimerase|CDP-3,6-dideoxy-D-erythro-hexos-4-ulose 5-epimerase	R08708	C04297[0] <=> C17326[0]	5.1.3.-
R08709	CDP-ascarylose:NAD+ 4-oxidoreductase	R08709	C17326[0] + C00004[0] + C00080[0] <=> C17327[0] + C00003[0]	1.1.1.-
R08710	CDP-ascarylose:NADP+ 4-oxidoreductase	R08710	C17326[0] + C00005[0] + C00080[0] <=> C17327[0] + C00006[0]	1.1.1.-
R08711	CDP-abequose:NADP+ 4-oxidoreductase	R08711	C04297[0] + C00005[0] + C00080[0] <=> C01788[0] + C00006[0]	1.1.1.341|4.2.1.-
R08712	acyl-CoA:tropine O-acyltransferase	R08712	C00040[0] + C00729[0] <=> C00010[0] + C02089[0]	2.3.1.185
R08713	acyl-CoA:pseudotropine O-acyltransferase	R08713	C00040[0] + C02066[0] <=> C00010[0] + C17378[0]	2.3.1.186
R08714	putrescine:pyruvate aminotransferase	R08714	C00134[0] + C00022[0] <=> C00555[0] + C00041[0]	2.6.1.-
R08715	chitosan exo-1,4-beta-D-glucosaminidase|chitosan glucosaminohydrolase	R08715	(2) C00734[0] + C00001[0] <=> C00734[0] + C00329[0]	3.2.1.165
R08716	cobalt-precorrin 3 dehydrogenase	R08716	C17401[0] <=> C11539[0]	null
R08717		R08717	G00309[0] + C00001[0] <=> G00319[0] + C00159[0]	3.2.1.24
R08718		R08718	G00595[0] + C00001[0] <=> G00971[0] + C00159[0]	3.2.1.24
R08721	(24S)-cholest-5-ene-3beta,7alpha,24-triol:NAD+ 3-oxidoreductase	R08721	C15518[0] + C00003[0] <=> C17331[0] + C00004[0] + C00080[0]	1.1.1.181
R08723	cholest-5-ene-3beta,7alpha,25-triol:NAD+ 3-oxidoreductase	R08723	C15520[0] + C00003[0] <=> C17332[0] + C00004[0] + C00080[0]	1.1.1.181
R08724	7alpha,27-dihydroxycholesterol:NAD+ 3-oxidoreductase	R08724	C06341[0] + C00003[0] <=> C17336[0] + C00004[0] + C00080[0]	1.1.1.181
R08725	7alpha,26-dihydroxy-4-cholesten-3-one,NADPH:oxygen oxidoreductase (26-hydroxylating)	R08725	C17336[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17337[0] + (2) C00006[0] + (3) C00001[0]	1.14.13.15
R08726	cholest-5-ene-3beta,26-diol,NADPH:oxygen oxidoreductase (26-hydroxylating)	R08726	C15610[0] + (2) C00007[0] + (2) C00005[0] + (2) C00080[0] <=> C17333[0] + (2) C00006[0] + (3) C00001[0]	1.14.13.15
R08727	3beta-hydroxy-5-cholestenoate,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	R08727	C17333[0] + C00007[0] + C00005[0] + C00080[0] <=> C17335[0] + C00006[0] + C00001[0]	1.14.13.100
R08728	3beta,7alpha-dihydroxy-5-cholestenoate:NAD+ 3-oxidoreductase	R08728	C17335[0] + C00003[0] <=> C17337[0] + C00004[0] + C00080[0]	1.1.1.181
R08733	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate:CoA ligase (AMP-forming)	R08733	C04722[0] + C00002[0] + C00010[0] <=> C15613[0] + C00020[0] + C00013[0]	6.2.1.7
R08734	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase	R08734	C15613[0] <=> C17343[0]	5.1.99.4
R08735	(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA:acceptor 24,25-oxidoreductase	R08735	C17343[0] + C00028[0] <=> C05460[0] + C00030[0]	1.17.99.3
R08738	3alpha,7alpha-dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)	R08738	C04554[0] + C00002[0] + C00010[0] <=> C17345[0] + C00020[0] + C00013[0]	6.2.1.7
R08739	3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA 25-epimerase	R08739	C17345[0] <=> C17346[0]	5.1.99.4
R08740	(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA:acceptor 24,25-oxidoreductase	R08740	C17346[0] + C00028[0] <=> C05447[0] + C00030[0]	1.17.99.3
R08743	chenodeoxycholate:CoA ligase (AMP-forming)	R08743	C05337[0] + C00020[0] + C00013[0] <=> C02528[0] + C00010[0] + C00002[0]	6.2.1.7
R08744	3alpha,7alpha-dihydroxy-5beta-cholanoyl-CoA:glycine N-choloyltransferase|chenodeoxycholoyl-CoA:glycine N-chenodeoxycholoyltransferase	R08744	C05337[0] + C00037[0] <=> C05466[0] + C00010[0]	2.3.1.65
R08745	3alpha,7alpha-dihydroxy-5beta-cholanoyl-CoA:taurine N-choloyltransferase|chenodeoxycholoyl-CoA:taurine N-chenodeoxycholoyltransferase	R08745	C05337[0] + C00245[0] <=> C05465[0] + C00010[0]	2.3.1.65
R08746	2-trans,6-trans-farnesyl-diphosphate 2-cis-trans-isomerase	R08746	C00448[0] <=> C16826[0]	null
R08747	(E)-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenyltranstransferase|all-trans-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenyltranstransferase	R08747	C04145[0] + C00129[0] <=> C17432[0] + C00013[0]	2.5.1.-
R08748	trans,trans,cis-geranylgeranyl-diphosphate:isopentenyl-diphosphate geranylgeranylcistransferase|geranylneryl-diphosphate:isopentenyl-diphosphate geranylnerylcistransferase	R08748	C11356[0] + C00129[0] <=> C17435[0] + C00013[0]	2.5.1.-
R08749	ditrans,dicis-pentaprenyl-diphosphate:isopentenyl-diphosphate pentaprenylcistransferase	R08749	C17435[0] + C00129[0] <=> C17434[0] + C00013[0]	2.5.1.-
R08750	ditrans,tricis-hexaprenyl-diphosphate:isopentenyl-diphosphate hexaprenylcistransferase	R08750	C17434[0] + C00129[0] <=> C17436[0] + C00013[0]	2.5.1.-
R08751	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase	R08751	C17436[0] + C00129[0] <=> C17437[0] + C00013[0]	2.5.1.-
R08752	ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenylcistransferase	R08752	C17437[0] + C00129[0] <=> C17438[0] + C00013[0]	2.5.1.-
R08753	ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase	R08753	C17438[0] + C00129[0] <=> C04509[0] + C00013[0]	2.5.1.-
R08754	dihydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase	R08754	C00353[0] + C00005[0] + C00080[0] <=> C17439[0] + C00006[0]	1.3.1.-
R08755	tetrahydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase	R08755	C17439[0] + C00005[0] + C00080[0] <=> C17440[0] + C00006[0]	1.3.1.-
R08756	phytyl-diphosphate:NADP+ oxidoreductase	R08756	C17440[0] + C00005[0] + C00080[0] <=> C05427[0] + C00006[0]	1.3.1.-
R08757	hydroxylamine:ubiquinone oxidoreductase|hydroxylamine oxidase	R08757	C00192[0] + (2) C00399[0] + C00001[0] <=> C00088[0] + (2) C00390[0]	null
R08758		R08758	C05444[0] <=> C05445[0]	1.14.13.15
R08759		R08759	C05446[0] <=> C01301[0]	1.14.13.15
R08760	3alpha,7alpha-dihydroxy-5beta-cholestanate,NADPH:oxygen oxidoreductase (26-hydroxylating)	R08760	C05445[0] + C00005[0] + C00007[0] + C00080[0] <=> C04554[0] + C00006[0] + C00001[0]	1.14.13.15
R08761	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate,NADPH:oxygen oxidoreductase (26-hydroxylating)	R08761	C01301[0] + C00005[0] + C00007[0] + C00080[0] <=> C04722[0] + C00006[0] + C00001[0]	1.14.13.15
R08762	2-aminophenol:oxygen oxidoreductase	R08762	(2) C01987[0] + C00007[0] <=> (2) C17500[0] + (2) C00001[0]	1.10.3.4
R08763	6-iminocyclohexa-2,4-dienone oxidoreductase (dimerizing)	R08763	(2) C17500[0] + C00028[0] <=> C02161[0] + C00030[0]	1.10.3.4
R08764	6-hydroxynicotinate,NADH:oxygen oxidoreductase (3-hydroxylating, decarboxylating)	R08764	C01020[0] + C00004[0] + C00007[0] + C00080[0] <=> C01059[0] + C00003[0] + C00011[0] + C00001[0]	1.14.13.114
R08765	deoxyribocyclobutadithymine thymine-lyase	R08765	C17509[0] <=> C17510[0]	4.1.99.3
R08766	3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming)	R08766	C03672[0] <=> C00811[0] + C00001[0]	4.2.1.-
R08767		R08767	C00223[0] + C00010[0] + C00003[0] + C00001[0] <=> C02949[0] + C00024[0] + C00004[0] + C00080[0]	null
R08768	2-polyprenylphenol,NADPH:oxygen oxidoreductase (6-hydroxylating)	R08768	C05807[0] + C00007[0] + C00005[0] <=> C17551[0] + C00006[0] + C00001[0]	null
R08769	S-adenosyl-L-methionine:3-polyprenylcatechol 1-O-methyltransferase|S-adenosyl-L-methionine:2-polyprenyl-6-hydroxyphenol 6-O-methyltransferase	R08769	C17551[0] + C00019[0] <=> C17552[0] + C00021[0]	2.1.1.222
R08770		R08770	C05848[0] + C00007[0] <=> C17554[0]	null
R08771	S-adenosyl-L-methionine:3-Polyprenyl-4,5-dihydroxylate 5-O-methyltransferase	R08771	C17554[0] + C00019[0] <=> C17559[0] + C00021[0]	2.1.1.114
R08772	3-polyprenyl-4-hydroxy-5-methoxybenzoate carboxy-lyase (2-polyprenyl-6-methoxyphenol-forming)	R08772	C17559[0] <=> C17552[0] + C00011[0]	4.1.1.-
R08773		R08773	C17552[0] + C00007[0] <=> C17560[0] + C00001[0]	1.14.13.-
R08774		R08774	C17560[0] + C00019[0] <=> C17561[0] + C00021[0]	2.1.1.201
R08775		R08775	C17561[0] + C00007[0] + C00005[0] + C00080[0] <=> C17562[0] + C00006[0] + C00001[0]	1.14.13.-
R08776	glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine N6-glycyltransferase	R08776	C02412[0] + C05894[0] <=> C01642[0] + C17541[0]	2.3.2.16
R08777	glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine glycyltransferase	R08777	(2) C02412[0] + C17541[0] <=> (2) C01642[0] + C17542[0]	2.3.2.17
R08778	glycyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine glycyltransferase	R08778	(2) C02412[0] + C17542[0] <=> (2) C01642[0] + C05895[0]	2.3.2.18
R08779	L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine N6-alanyltransferase	R08779	C00886[0] + C05893[0] <=> C01635[0] + C17550[0]	2.3.2.10
R08780	L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine alanyltransferase	R08780	C00886[0] + C17550[0] <=> C01635[0] + C17549[0]	2.3.2.-
