ID	NAMES	METACYC	EQUATION	ECs
RXN-11571		RXN-11571	Heparan-sulfate-GlcA2S[0] + WATER[0] => Heparan-sulfate-D-glucuronate[0] + SULFATE[0] + PROTON[0]	EC-3.1.6.18
RXN-14397		RXN-14397	UMP[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] => CPD-15245[0] + SUC[0] + CARBON-DIOXIDE[0] + Pi[0]	EC-1.14.11.49
RXN-12365		RXN-12365	Reduced-2-4Fe-4S-Ferredoxins[0] + NAD[0] + PROTON[0] <=> Oxidized-2-4Fe-4S-Ferredoxins[0] + NADH[0]	EC-1.18.1.3
RXN66-25		RXN66-25	CPD-4186[0] <=> CPD-8621[0]	EC-5.3.3.5
RXN-17941		RXN-17941	Pre-tRNA-5-prime-half-molecules-2P[0] + Pre-tRNA-3-prime-half-molecules-5P[0] + ATP[0] <=> 2-phospho-ligated-tRNA[0] + AMP[0] + PPI[0]	EC-6.5.1
1.97.1.11-RXN		1.97.1.11-RXN	CPD-10813[0] + CPD-387[0] + Acceptor[0] + PROTON[0] <=> L-THYROXINE[0] + Donor-H2[0]	EC-1.21.99.3
1.14.13.96-RXN		1.14.13.96-RXN	CPD-7238[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] => 5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.139
CHLORDECONE-REDUCTASE-RXN		CHLORDECONE-REDUCTASE-RXN	NADP[0] + CHLORDECONE-ALCOHOL[0] <= PROTON[0] + CHLORDECONE[0] + NADPH[0]	EC-1.1.1.225
RXN-14270	5-amino-4-imidazolecarboxamide phosphoribosyltransferase	RXN-14270	AICAR[0] + PPI[0] <= CPD-3762[0] + PRPP[0]	EC-2.4.2.7
RXN-15657		RXN-15657	CPD-503[0] + GLY[0] <=> CPD-16822[0] + CO-A[0] + PROTON[0]	EC-2.3.1.13
RXN-11860		RXN-11860	S-ADENOSYLMETHIONINE[0] + Cytidine-34-tRNAs[0] => 2-O-Methylcytidine-34-tRNAs[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.207
RXN-16286		RXN-16286	L-1-PHOSPHATIDYL-ETHANOLAMINE[0] + KDO2-LIPID-A[0] => DIACYLGLYCEROL[0] + CPD-11653[0]	EC-2.7.8.42
RXN0-6941		RXN0-6941	(2) FE+2[0] + (2) CPD0-2483[0] + NADP[0] <= (2) CPD0-2482[0] + NADPH[0] + (11) PROTON[0]	EC-1.16.1.9
R268-RXN		R268-RXN	CPD-554[0] + WATER[0] <=> PROTON[0] + CPD-558[0]	-
RXN-14444	pelargonidin 3-O-glucoside 6"-)-malyltransferase	RXN-14444	PELARGONIDIN-3-GLUCOSIDE-CMPD[0] + CPD-15286[0] + PROTON[0] <=> CPD-15287[0] + Glucopyranose[0]	EC-2.3.1
RXN-15089		RXN-15089	CPD-11690[0] + WATER[0] => GLYCEROL[0] + OLEATE-CPD[0] + PROTON[0]	EC-3.1.1.23
RXN-9640		RXN-9640	CPD-10273[0] <=> CPD-10274[0]	-
RXN-19302		RXN-19302	ADENOSYLCOBINAMIDE-GDP[0] + CPD-20829[0] => CPD-20833[0] + GMP[0] + PROTON[0]	EC-2.7.8.26
DIHYDROBUNOLOL-DEHYDROGENASE-RXN		DIHYDROBUNOLOL-DEHYDROGENASE-RXN	5-TERT-BUTYLAMINOL-2-HYDROXYPRO-1234-TET[0] + NADP[0] <=> 5-TERT-BUTYLAMINOL-2-HYDROXYPRO-34-DIHYD[0] + NADPH[0] + PROTON[0]	EC-1.1.1.160
RXN-13968		RXN-13968	3Z-PHYTOCHROMOBILIN[0] <=> CPD-15004[0]	EC-5.2.1
RXN66-161		RXN66-161	CPD-2742[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-2750[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.1
TRANS-RXN0-622	hydroxybutanoate:proton symport	TRANS-RXN0-622	CPD-3564[1] + PROTON[1] => CPD-3564[0] + PROTON[0]	-
RXN-2761		RXN-2761	CPD-21340[0] + HOMOGENTISATE[0] + PROTON[0] <=> 2-METHYL-6-SOLANYL-14-BENZOQUINONE[0] + CARBON-DIOXIDE[0] + PPI[0]	EC-2.5.1.117
RXN-11244		RXN-11244	CPD-12199[0] <=> P-COUMAROYL-COA[0] + WATER[0]	EC-4.2.1.17
1.1.4.1-RXN		1.1.4.1-RXN	2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE[0] + WATER[0] + Ox-Thioredoxin[0] <=> 23-EPOXY-23-DIHYDRO-2-METHYL-14-NAPHTHOQ[0] + Red-Thioredoxin[0]	EC-1.17.4.4
RXN-13315		RXN-13315	CPD-14553[0] + CPD-14295[0] <=> CPD-14296[0] + UDP[0] + PROTON[0]	EC-2.4.1
1.1.1.265-RXN		1.1.1.265-RXN	CPD-7032[0] + NAD-P-OR-NOP[0] <= CPD-7031[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.1.1.265
RXN-16624		RXN-16624	7Z-hexadec-7-enoyl-ACPs[0] + NAD[0] <= 2E-7Z-hexadeca-2-7-dienoyl-ACPs[0] + NADH[0] + PROTON[0]	EC-1.3.1.9
RXN-13361		RXN-13361	3S-11-cis-3-hydroxyretinol-RBPs[0] + NADP[0] <=> 3S-11-cis-3-hydroxyretinal-RBPs[0] + NADPH[0] + PROTON[0]	EC-1.1.1
RXN-8372		RXN-8372	CPD-9965[0] + OXYGEN-MOLECULE[0] + (2) FERROCYTOCHROME-B5[0] + (2) PROTON[0] <=> CPD-8171[0] + (2) WATER[0] + (2) FERRICYTOCHROME-B5[0]	EC-1.14.19.10
LACTATE-RACEMASE-RXN		LACTATE-RACEMASE-RXN	L-LACTATE[0] <=> D-LACTATE[0]	EC-5.1.2.1
RXN-13366		RXN-13366	3R-all-trans-3-hydroxyretinol-RBPs[0] <=> 3S-all-trans-3-hydroxyretinol-RBPs[0]	EC-5.1.2
RXN-18468		RXN-18468	Meromycolyl-ACP[0] + NAD[0] <= Trans-Delta2-meromycolyl-ACP[0] + NADH[0] + PROTON[0]	EC-1.3.1.al
RXN-16896		RXN-16896	CPD-18219[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] <=> CPD-18215[0] + WATER[0] + NADP[0]	EC-1.14.13.M7
RXN-19671		RXN-19671	NADH-P-OR-NOP[0] + 2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE[0] + PROTON[0] => NAD-P-OR-NOP[0] + CPD-12831[0]	EC-1.6.5.2
RXN-11133		RXN-11133	CPD-9249[0] + WATER[0] => CPD-12100[0] + Glucopyranose[0]	EC-3.2.1.193
RXN-18617		RXN-18617	CPD-19892[0] => CPD-19893[0]	-
RXN-16081		RXN-16081	MALONYL-COA[0] + CPD-17323[0] + PROTON[0] <=> CPD-17329[0] + CO-A[0] + CARBON-DIOXIDE[0]	EC-2.3.1
RXN-11291		RXN-11291	(2) CPD-12297[0] <=> PROTON[0] + UNDECAPRENYL-DIPHOSPHATE[0] + CPD-12259[0]	EC-2.4.1.129
1.17.99.3-RXN		1.17.99.3-RXN	CPD-71[0] + WATER[0] + Acceptor[0] <=> CPD-7275[0] + Donor-H2[0]	EC-1.17.99.3
RXN-8492		RXN-8492	CPD-8658[0] + CPD-8674[0] <=> CPD-8675[0] + Glucopyranose[0]	EC-2.3.1
TRANS-RXN-125	L-alanine:Na+ symport	TRANS-RXN-125	NA+[1] + L-ALPHA-ALANINE[1] <=> NA+[0] + L-ALPHA-ALANINE[0]	-
QUINATE-5-DEHYDROGENASE-RXN		QUINATE-5-DEHYDROGENASE-RXN	QUINATE[0] + NAD[0] <=> DEHYDROQUINATE[0] + NADH[0] + PROTON[0]	EC-1.1.1.24
RXN-9697		RXN-9697	TYR[0] <=> COUMARATE[0] + AMMONIUM[0]	EC-4.3.1.23|EC-4.3.1.25
RXN-18731		RXN-18731	2-Hydroxyflavanones[0] <=> Open-tautomer-2-hydroxyflavanones[0]	-
RXN-8512		RXN-8512	CPD-4750[0] <=> CPD-8696[0] + PPI[0]	EC-4.2.3.132
RXN-12698		RXN-12698	NAPHTHOL[0] + CPD-12575[0] <=> CPD-13686[0] + UDP[0] + PROTON[0]	EC-2.4.1.35
RXN-15211		RXN-15211	N-Acylsphingosine[0] + PHOSPHATIDYLCHOLINE[0] <=> N-acyl-sphingosylphosphorylcholine[0] + DIACYLGLYCEROL[0]	EC-2.7.8.27
RXN-11368		RXN-11368	Polyisoprenyl-Diphosphates[0] + 4-hydroxybenzoate[0] => 4-Hydroxy-3-polyprenylbenzoates[0] + PPI[0]	EC-2.5.1.39
RXN-7963		RXN-7963	Aldopyranoses[0] + Acceptor[0] <=> 23-Didehydropyranoses[0] + Donor-H2[0]	EC-1.1.99.29
RXN-10930		RXN-10930	CPD-11910[0] <=> CPD-11905[0] + WATER[0]	-
RXN-17919		RXN-17919	A-5-prime-PP-5-prime-DNA[0] + 3-Hydroxy-Terminated-DNAs[0] <=> DNA-N[0] + AMP[0] + PROTON[0]	-
RXN0-5039		RXN0-5039	Double-Stranded-DNAs[0] + WATER[0] => Single-Stranded-DNAs[0] + 5-Phosphomononucleotides[0]	EC-3.1.11
RXN-18592		RXN-18592	CPD-19882[0] <=> CPD-19884[0]	EC-5.3.1.35
RXN-10772		RXN-10772	Gentiobiose[0] + WATER[0] <=> (2) Glucopyranose[0]	-
RXN-15724		RXN-15724	ACETYL-COA[0] + L-LACTATE[0] <=> ACET[0] + LACTOYL-COA[0]	EC-2.8.3.1
RXN-19404		RXN-19404	UDP-D-XYLOSE[0] + GlcA-Xyl-Rbo5Px2-GalNAc-GlucNAc-Man6P-R[0] => UDP[0] + XylGlcAXylRbo5Px2GalNAcGlucNAcMan6PR[0] + PROTON[0]	EC-2.4.2
RXN-18979		RXN-18979	ALL-TRANS-HEXAPRENYL-DIPHOSPHATE[0] => CPD-20442[0] + PPI[0]	EC-4.2.3.188
RXN-17593		RXN-17593	CPD-19029[0] + NAD[0] => CPD-19031[0] + NADH[0] + PROTON[0]	-
RXN-18386		RXN-18386	CPD-19749[0] + NADP[0] <=> CPD-1131[0] + NADPH[0] + PROTON[0]	EC-1.1.1.co
2.7.7.35-RXN		2.7.7.35-RXN	RIBOSE-5P[0] + PROTON[0] + ADP[0] <= Pi[0] + ADENOSINE_DIPHOSPHATE_RIBOSE[0]	EC-2.7.7.35
RXN-16530		RXN-16530	CPD-17782[0] + NADP[0] + WATER[0] <=> CPD-14096[0] + NADPH[0] + (2) PROTON[0]	EC-1.2.1
RXN-12096	L-2,4-diketo-3-deoxyrhamnoate hydrolase	RXN-12096	CPD-13044[0] + WATER[0] <=> PYRUVATE[0] + L-LACTATE[0] + PROTON[0]	-
RXN-19872		RXN-19872	ATP[0] + CPD-21448[0] + ACP[0] => AMP[0] + PPI[0] + Pseudomonic-Acid-B-ACP[0]	EC-6.3.2
RXN66-514		RXN66-514	CPD66-76[0] <=> CPD66-79[0] + WATER[0]	EC-4.2.1
RXN-18609		RXN-18609	ACYL-COA[0] + CPD-19886[0] => Phosphatidyl-myo-inositol-Man-6-acyl-Man[0] + CO-A[0]	EC-2.3.1.265
RXN-2882		RXN-2882	METHYLENETETRAHYDROMETHANOPTERIN[0] + WATER[0] <= FORMALDEHYDE[0] + THMPT[0]	EC-4.2.1.147
RXN-15121		RXN-15121	CPD-15056[0] <=> CPD-16013[0]	-
RXN-3483		RXN-3483	CPD-3344[0] + OXYGEN-MOLECULE[0] <=> PROTON[0] + PYRUVATE[0] + NITRITE[0]	-
AICARSYN-RXN		AICARSYN-RXN	P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE[0] <=> FUM[0] + AICAR[0]	EC-4.3.2.2
RXN-19824		RXN-19824	SER[0] + ADP[0] => 3-P-SERINE[0] + AMP[0] + PROTON[0]	EC-2.7.1.bn
RXN0-3261		RXN0-3261	Proteins-with-N-terminal-L-arginine[0] + WATER[0] => ARG[0] + Peptide-Holder-Alternative[0]	EC-3.4.11
RXN-18754		RXN-18754	3-C-gluc-tautomer-2-hydroxyflavanones[0] => CPD-20048[0] + WATER[0] + PROTON[0]	EC-4.2.1.M14
RXN-16638	aureobasidin A synthetase	RXN-16638	S-ADENOSYLMETHIONINE[0] + CPD-17916[0] + ATP[0] + VAL[0] <=> CPD-17917[0] + AMP[0] + PPI[0] + (2) PROTON[0] + ADENOSYL-HOMO-CYS[0]	EC-6.3.2
2-FUROATE--COA-LIGASE-RXN		2-FUROATE--COA-LIGASE-RXN	CO-A[0] + 2-FUROATE[0] + ATP[0] <=> CPD-73[0] + PPI[0] + AMP[0]	EC-6.2.1.31
RXN-10628		RXN-10628	CPD-8233[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-11422[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.113
RXN-8859		RXN-8859	CPD-9203[0] + BENZOYLCOA[0] <=> PROTON[0] + CPD-8718[0] + CO-A[0]	EC-2.3.1
RXN-12933		RXN-12933	CPD-13967[0] + CPD-13947[0] <=> CPD-13837[0] + TDP[0] + PROTON[0]	EC-2.4.1.328
RXN-11589		RXN-11589	S-ADENOSYLMETHIONINE[0] + 23S-rRNA-cytidine-2498[0] => 23S-rRNA-2-O-methylcytidine2498[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.186
RXN-17996		RXN-17996	CPD0-1414[0] + OXYGEN-MOLECULE[0] + CL-[0] + FADH2[0] => CPD-19258[0] + (2) WATER[0] + FAD[0] + PROTON[0]	EC-1.14.19.49
RXN-10459		RXN-10459	Jasmonic-Acids[0] + LEU[0] + ATP[0] <=> Jasmonoyl-Leucines[0] + AMP[0] + PPI[0] + PROTON[0]	EC-6.3.2.z
RXN-11013		RXN-11013	CPD-11974[0] + ATP[0] <=> CPD-11970[0] + AMP[0] + PPI[0] + PROTON[0]	-
RXN-16814		RXN-16814	CPD-18131[0] <=> CPD-18132[0]	-
RXN-11217		RXN-11217	HYDANTOIN[0] + WATER[0] <=> N-CARBAMOYLGLYCINE[0] + PROTON[0]	EC-3.5.2.2
RXN0-7154		RXN0-7154	CPD-16716[0] + NADP[0] <= CPD0-2582[0] + NADPH[0] + PROTON[0]	EC-1.1.1.2
RXN-16812		RXN-16812	CPD-18128[0] + NAD-P-OR-NOP[0] + WATER[0] <=> CPD-18130[0] + NADH-P-OR-NOP[0] + (2) PROTON[0]	EC-1.2.1
3.2.1.142-RXN		3.2.1.142-RXN	CPD0-971[0] + WATER[0] => CPD0-1027[0] + Maltodextrins[0]	EC-3.2.1.142
RXN-16276		RXN-16276	(4) MALONYL-COA[0] + (4) PROTON[0] <=> CPD-17515[0] + (3) CO-A[0] + (4) CARBON-DIOXIDE[0] + WATER[0]	EC-2.3.1.246
RXN-15919		RXN-15919	CPD-17150[0] + OXYGEN-MOLECULE[0] + NADH-P-OR-NOP[0] + PROTON[0] <=> CPD-17148[0] + NAD-P-OR-NOP[0] + (2) WATER[0]	EC-1.14.19
RXN-863		RXN-863	BENZYLSUCCINATE[0] <=> TOLUENE[0] + FUM[0]	EC-4.1.99.11
RXN-18792		RXN-18792	FARNESYL-PP[0] => CPD-20085[0] + PPI[0]	EC-4.2.3.165
2.5.1.46-RXN		2.5.1.46-RXN	SPERMIDINE[0] + EIF5A-LYSINE[0] => CPD-9973[0] + CPD-313[0] + PROTON[0]	EC-2.5.1.46
RXN-8899		RXN-8899	2-AMINOACRYLATE[0] + WATER[0] <=> PYRUVATE[0] + AMMONIUM[0]	-
RXN-17594		RXN-17594	CPD-19031[0] + WATER[0] + NAD[0] => CPD-19032[0] + NADH[0] + (2) PROTON[0]	-
RXN-19387		RXN-19387	GLYCOLALDEHYDE[0] + NAD-P-OR-NOP[0] <= CPD-8887[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.1.1.91
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN		PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN	PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA[0] + WATER[0] <=> CPD-1108[0] + Pi[0]	EC-3.1.3.36
ISOCIT-CLEAV-RXN		ISOCIT-CLEAV-RXN	THREO-DS-ISO-CITRATE[0] <=> GLYOX[0] + SUC[0]	EC-4.1.3.1
4-OXOPROLINE-REDUCTASE-RXN		4-OXOPROLINE-REDUCTASE-RXN	NAD[0] + 4-HYDROXY-L-PROLINE[0] <=> (2) PROTON[0] + NADH[0] + 4-OXOPROLINE[0]	EC-1.1.1.104
RXN-8022	Crtlb|2-step phytoene desaturase (ambiguous)|CrtI (ambiguous)|two-step phytoene desaturase (ambiguous)|phytoene desaturase (ambiguous)|all-trans-zeta-carotene:acceptor oxidoreductase	RXN-8022	CPD1F-98[0] + Acceptor[0] <=> NEUROSPORENE[0] + Donor-H2[0]	-
RXN-14639		RXN-14639	S-ADENOSYLMETHIONINE[0] + CPD-15476[0] <=> PROTON[0] + ADENOSYL-HOMO-CYS[0] + CPD-15474[0]	EC-2.1.1
RXN-19542		RXN-19542	CPD-21084[0] + WATER[0] + PROTON[0] => BENZYL-ALCOHOL[0] + GLN[0] + CARBON-DIOXIDE[0]	EC-3.5.1.ah
RXN0-7100		RXN0-7100	Double-Stranded-DNAs[0] + WATER[0] => (2) 5-phosphooligonucleotides[0]	-
NADPH-PEROXIDASE-RXN		NADPH-PEROXIDASE-RXN	PROTON[0] + HYDROGEN-PEROXIDE[0] + NADPH[0] => (2) WATER[0] + NADP[0]	EC-1.11.1.2
MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN		MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN	S-ADENOSYLMETHIONINE[0] + MYO-INOSITOL[0] => PROTON[0] + ADENOSYL-HOMO-CYS[0] + CPD-1701[0]	EC-2.1.1.39
RXN0-5269		RXN0-5269	PYRUVATE[0] + (2) PROTON[0] + (2) E-[0] <=> L-LACTATE[0]	-
RXN-19144		RXN-19144	Carotenoid-beta-end-group[0] + (2) Acceptor[0] => Carotenoid-chi-end-group[0] + (2) Donor-H2[0]	EC-1.3.99.40
RXN-18931		RXN-18931	Man7GlcNAc2-protein-A12B12[0] + WATER[0] => Man6-GlcNAc2-protein-A12B2[0] + CPD-12601[0]	EC-3.2.1.113
RXN-17808		RXN-17808	CPD-10793[0] + WATER[0] + NAD[0] => 3-P-HYDROXYPYRUVATE[0] + NADH[0] + (2) PROTON[0]	EC-1.2.1.3
RXN-12254		RXN-12254	SALICYLALDEHYDE[0] + Donor-H2[0] <=> CPD-173[0] + Acceptor[0]	EC-1
2.3.2.10-RXN		2.3.2.10-RXN	C3[0] + Charged-ALA-tRNAs[0] <=> UDP-N-ACETYLMURAMOYL-L-ALANYL-D-GLUTAMYL[0] + ALA-tRNAs[0] + PROTON[0]	EC-2.3.2.10
RXN-11384		RXN-11384	S-ADENOSYLMETHIONINE[0] + CPD-6224[0] <=> CPD-12350[0] + ADENOSYL-HOMO-CYS[0]	EC-2.1.1
RXN-18938		RXN-18938	CPD-20323[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-20322[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	-
GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN		GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN	GLN[0] + CPD-207[0] <=> PROTON[0] + CPD-1097[0] + CO-A[0]	EC-2.3.1.14
RXN-17439		RXN-17439	CPD-18846[0] + FARNESYL-PP[0] + PROTON[0] => CPD-18852[0] + PPI[0]	EC-2.5.1.bl
RXN-17174		RXN-17174	(2) S-ADENOSYLMETHIONINE[0] + CPD-18560[0] <=> CPD-18558[0] + (2) ADENOSYL-HOMO-CYS[0] + (2) PROTON[0]	EC-2.1.1
TRANS-RXN-267	transport of cystine	TRANS-RXN-267	cystine[0] => cystine[1]	-
RXN-11701		RXN-11701	WATER[0] + Beta-amyloid-precursor-proteins[0] => Beta-cleaved-soluble-APP[0] + Beta-cleaved-C-terminal-APP-Peptide[0]	EC-3.4.23.45
RXN-18891		RXN-18891	CPD-20257[0] <= GERANYLGERANYL-PP[0] + WATER[0]	EC-4.2.1.173
RXN-13551	desmethylsulochrin O-methyltransferase	RXN-13551	S-ADENOSYLMETHIONINE[0] + DESMETHYLSULOCHRIN[0] <=> SULOCHRIN[0] + ADENOSYL-HOMO-CYS[0]	EC-2.1.1
FUMARYLACETOACETASE-RXN		FUMARYLACETOACETASE-RXN	WATER[0] + 4-FUMARYL-ACETOACETATE[0] <=> PROTON[0] + FUM[0] + 3-KETOBUTYRATE[0]	EC-3.7.1.2
FCLEPIM-RXN		FCLEPIM-RXN	GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE[0] <=> GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE[0]	-
RXN-18367		RXN-18367	PROPIONYL-COA[0] + CARNITINE[0] => CPD-19737[0] + CO-A[0]	EC-2.3.1.7
RXN-16478		RXN-16478	CPD-15732[0] + NADPH[0] + PROTON[0] + OXYGEN-MOLECULE[0] => CPD-15736[0] + NADP[0] + WATER[0]	EC-1.14.13.181
RXN-13005		RXN-13005	CPD-14040[0] + PROTON[0] <=> CPDQT-350[0] + CARBON-DIOXIDE[0] + WATER[0]	-
RXN-10695		RXN-10695	CPD-730[0] + CO-A[0] + ATP[0] <=> CPD-11517[0] + AMP[0] + PPI[0]	EC-6.2.1
RXN-13118		RXN-13118	CPD-14122[0] + NAD-P-OR-NOP[0] <=> CPD-14123[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.1.1.329
RXN-12717		RXN-12717	CPD-13708[0] + OXYGEN-MOLECULE[0] + FMNH2[0] <=> PROTON[0] + CPD-13709[0] + WATER[0] + FMN[0]	EC-1.14.14.12
RXN-9651		RXN-9651	Octanoyl-ACPs[0] + MALONYL-COA[0] + PROTON[0] <=> 3-oxo-decanoyl-ACPs[0] + CARBON-DIOXIDE[0] + CO-A[0]	EC-2.3.1.86|EC-2.3.1.85|EC-2.3.1.41
RXN-16112		RXN-16112	CPD-17367[0] + NADP[0] <=> CPD-17324[0] + NADPH[0] + PROTON[0]	EC-1.1.1.330
RXN-10423		RXN-10423	CPD-11220[0] + NAD[0] <=> CPD-11222[0] + NADH[0] + PROTON[0]	-
RXN-19182		RXN-19182	CPD-20676[0] <=> CPD-20674[0] + WATER[0]	-
TRANS-RXN-334	D-galactose ABC transporter	TRANS-RXN-334	D-Galactose[0] + ATP[0] + WATER[0] => D-Galactose[0] + ADP[0] + Pi[0] + PROTON[0]	EC-7.5.2.l
RXN-14746		RXN-14746	ANDROST4ENE[0] + (3) Red-NADPH-Hemoprotein-Reductases[0] + (3) OXYGEN-MOLECULE[0] => ESTRONE[0] + (3) Ox-NADPH-Hemoprotein-Reductases[0] + (4) WATER[0] + FORMATE[0] + PROTON[0]	EC-1.14.14.14
ATPPHOSPHORIBOSYLTRANS-RXN		ATPPHOSPHORIBOSYLTRANS-RXN	PHOSPHORIBOSYL-ATP[0] + PPI[0] <=> PROTON[0] + ATP[0] + PRPP[0]	EC-2.4.2.17
2.4.1.82-RXN		2.4.1.82-RXN	CPD-458[0] + SUCROSE[0] <=> MYO-INOSITOL[0] + CPD-1099[0]	EC-2.4.1.82
RXN66-241		RXN66-241	S-ADENOSYLMETHIONINE[0] + NOREPINEPHRINE[0] <=> PROTON[0] + ADENOSYL-HOMO-CYS[0] + L-EPINEPHRINE[0]	EC-2.1.1.28
3.4.22.51-RXN		3.4.22.51-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.22.51
MANNKIN-RXN		MANNKIN-RXN	D-mannopyranose[0] + ATP[0] => CPD-15979[0] + ADP[0] + PROTON[0]	EC-2.7.1.7
RXN-10881		RXN-10881	S-ADENOSYLMETHIONINE[0] + Demethylmenaquinones[0] => Menaquinones[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1
RXN-9609		RXN-9609	CPD-10239[0] + Donor-H2[0] <=> CPD-10238[0] + Acceptor[0] + PROTON[0]	-
RXN-14930		RXN-14930	LYS[0] + 8-AMINO-7-OXONONANOATE[0] <=> ALLYSINE[0] + DIAMINONONANOATE[0]	EC-2.6.1.105
RXN-19863		RXN-19863	Pseudomonic-Acid-B-ACP[0] + OXYGEN-MOLECULE[0] + (2) Reduced-ferredoxins[0] + (2) PROTON[0] => MupU-Product[0] + (2) WATER[0] + (2) Oxidized-ferredoxins[0]	EC-1.14.15
RXN-18311		RXN-18311	CMP-N-ACETYL-NEURAMINATE[0] + Neolactooctaosylceramides[0] => Neu-23-neolactoheptaosylceramides[0] + CMP[0] + PROTON[0]	EC-2.4.99.6
RXN-16145		RXN-16145	S-ADENOSYLMETHIONINE[0] + CPD-17390[0] <=> CPD-17391[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1
RXN-13764		RXN-13764	FARNESYL-PP[0] + WATER[0] => CPD-13270[0] + PPI[0]	EC-4.2.3.138
RXN-18918		RXN-18918	Man6GlcNAc2-protein-A123[0] + WATER[0] => Mannosyl5-N-Glycans[0] + CPD-12601[0]	-
PHOSPHO-DETHIO-RXN		PHOSPHO-DETHIO-RXN	DIETHYLTHIOPHOSPHATE[0] + WATER[0] <=> DIETHYLPHOSPHATE[0] + HS[0]	EC-3.13.1
RXN-18086		RXN-18086	CPD-3746[0] + OXYGEN-MOLECULE[0] + FMNH2[0] <=> FORMALDEHYDE[0] + SO3[0] + FMN[0] + WATER[0] + (2) PROTON[0]	EC-1.14.14.34
RXN-8920		RXN-8920	GERANYL-PP[0] + 4-hydroxybenzoate[0] <=> CPD-9318[0] + PPI[0]	EC-2.5.1.93
RXN0-6373		RXN0-6373	Ubiquinones[0] + Glucopyranose[1] <=> Ubiquinols[0] + GLC-D-LACTONE[1]	EC-1.1.5.2
2.4.1.24-RXN		2.4.1.24-RXN	1-4-alpha-D-Glucan[0] <=> 1-4-alpha-D-Glucan[0] + Alpha-6-alpha-14-glucans[0]	EC-2.4.1.24
RXN-13819		RXN-13819	CPD-14838[0] + CPD-12575[0] <=> CPD-14839[0] + UDP[0] + PROTON[0]	EC-2.4.1
RXN66-221		RXN66-221	PROTON[0] + L-DIHYDROXY-PHENYLALANINE[0] <=> DOPAMINE[0] + CARBON-DIOXIDE[0]	EC-4.1.1.28
RXN-8574		RXN-8574	FARNESYL-PP[0] <=> CPD-8764[0] + PPI[0]	EC-4.2.3.46
RXN-8187		RXN-8187	CPD-7849[0] + (2) Reduced-ferredoxins[0] + (2) PROTON[0] + OXYGEN-MOLECULE[0] <=> CPD-7847[0] + (2) Oxidized-ferredoxins[0] + WATER[0]	-
RXN-17495		RXN-17495	MI-PENTAKISPHOSPHATE[0] + WATER[0] => CPD-18901[0] + Pi[0]	EC-3.1.3.62
RXN-13856		RXN-13856	CPD-9466[0] + OXYGEN-MOLECULE[0] => CPD0-1068[0] + HCO3[0] + PROTON[0]	EC-1.13.11.73
RXN-17639		RXN-17639	CPD-18984[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] => PROPANOL[0] + NAD[0] + WATER[0]	EC-1.14.13.230
RXN-19485		RXN-19485	GLT[0] + AmbE[0] + ATP[0] => L-glutamyl-AmbE[0] + AMP[0] + PPI[0]	EC-6.2.1.ah
3.4.22.32-RXN		3.4.22.32-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.22.32
