Original Reaction	Matched Reaction	Original Description	Matched Description	Swapped Compounds	
rxn37385	rxn25265	(1) NADH[0] + (1) H+[0] + (1) GDP-4-dehydro-3,6-dideoxymannose[0] <=> (1) NAD[0] + (1) GDP-L-colitose[0]	(1) H+[0] + (1) GDP-4-dehydro-3,6-dideoxymannose[0] + (1) NADH-P-OR-NOP[0] <=> (1) GDP-L-colitose[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37404	rxn25342	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) phenazine-1-carboxylic acid[0] => (1) H2O[0] + (1) NADP[0] + (1) 1-phenazinecarboxylic acid, 2-hydroxy[0]	(1) O2[0] + (1) H+[0] + (1) phenazine-1-carboxylic acid[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 1-phenazinecarboxylic acid, 2-hydroxy[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37405	rxn25342	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) phenazine-1-carboxylic acid[0] => (1) H2O[0] + (1) NAD[0] + (1) 1-phenazinecarboxylic acid, 2-hydroxy[0]	(1) O2[0] + (1) H+[0] + (1) phenazine-1-carboxylic acid[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 1-phenazinecarboxylic acid, 2-hydroxy[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37408	rxn25403	(1) NADH[0] + (1) H+[0] + (1) CDP-4-dehydro-3,6-dideoxy-D-glucose[0] <=> (1) NAD[0] + (1) CDPparatose[0]	(1) H+[0] + (1) CDP-4-dehydro-3,6-dideoxy-D-glucose[0] + (1) NADH-P-OR-NOP[0] <=> (1) CDPparatose[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37409	rxn25471	(1) NADPH[0] + (1) Sanguinarine[0] <=> (1) NADP[0] + (1) Dihydrosanguinarine[0]	(1) Sanguinarine[0] + (1) NADH-P-OR-NOP[0] <=> (1) Dihydrosanguinarine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37410	rxn25471	(1) NADH[0] + (1) Sanguinarine[0] <=> (1) NAD[0] + (1) Dihydrosanguinarine[0]	(1) Sanguinarine[0] + (1) NADH-P-OR-NOP[0] <=> (1) Dihydrosanguinarine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37421	rxn25602	(1) NADPH[0] + (1) H+[0] + (1) hexanoyl-1,3,6,8-tetrahydroxy-anthraquinone[0] <=> (1) NADP[0] + (1) (1'S)-averantin[0]	(1) H+[0] + (1) hexanoyl-1,3,6,8-tetrahydroxy-anthraquinone[0] + (1) NADH-P-OR-NOP[0] <=> (1) (1'S)-averantin[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37422	rxn25602	(1) NADH[0] + (1) H+[0] + (1) hexanoyl-1,3,6,8-tetrahydroxy-anthraquinone[0] <=> (1) NAD[0] + (1) (1'S)-averantin[0]	(1) H+[0] + (1) hexanoyl-1,3,6,8-tetrahydroxy-anthraquinone[0] + (1) NADH-P-OR-NOP[0] <=> (1) (1'S)-averantin[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37426	rxn25774	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Linoleate[0] => (1) H2O[0] + (1) NAD[0] + (1) Vernolic acid[0]	(1) O2[0] + (1) H+[0] + (1) Linoleate[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Vernolic acid[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37427	rxn25774	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Linoleate[0] => (1) H2O[0] + (1) NADP[0] + (1) Vernolic acid[0]	(1) O2[0] + (1) H+[0] + (1) Linoleate[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Vernolic acid[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37433	rxn26048	(2) NADPH[0] + (1) O2[0] + (1) Chromium (VI)[0] => (2) NADP[0] + (1) H2O2[0] + (1) Chromium (III)[0]	(1) O2[0] + (1) Chromium (VI)[0] + (2) NADH-P-OR-NOP[0] => (1) H2O2[0] + (1) Chromium (III)[0] + (2) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37434	rxn26048	(2) NADH[0] + (1) O2[0] + (1) Chromium (VI)[0] => (2) NAD[0] + (1) H2O2[0] + (1) Chromium (III)[0]	(1) O2[0] + (1) Chromium (VI)[0] + (2) NADH-P-OR-NOP[0] => (1) H2O2[0] + (1) Chromium (III)[0] + (2) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37441	rxn27905	(1) Glycerol-3-phosphate[0] + (1) Ubidecarenone[0] => (1) Glycerone-phosphate[0] + (1) ubiquinol(10)[0]	(1) Glycerol-3-phosphate[0] + (1) Acceptor[0] <=> (1) Glycerone-phosphate[0] + (1) Donor-H2[0]	cpd08232:cpd22290;cpd25915:cpd26978	
rxn37441	rxn05900	(1) Glycerol-3-phosphate[0] + (1) Ubidecarenone[0] => (1) Glycerone-phosphate[0] + (1) ubiquinol(10)[0]	(1) Glycerol-3-phosphate[0] + (1) A[0] <=> (1) Glycerone-phosphate[0] + (1) AH2[0]	cpd08232:cpd11609;cpd25915:cpd11610	
rxn37441	rxn26196	(1) Glycerol-3-phosphate[0] + (1) Ubidecarenone[0] => (1) Glycerone-phosphate[0] + (1) ubiquinol(10)[0]	(1) Glycerol-3-phosphate[0] + (1) ETR-Quinones[0] <=> (1) Glycerone-phosphate[0] + (1) ETR-Quinols[0]	cpd08232:cpd27012;cpd25915:cpd27011	
rxn37441	rxn26180	(1) Glycerol-3-phosphate[0] + (1) Ubidecarenone[0] => (1) Glycerone-phosphate[0] + (1) ubiquinol(10)[0]	(1) Glycerol-3-phosphate[0] + (1) Ubiquinones[0] => (1) Glycerone-phosphate[0] + (1) Ubiquinols[0]	cpd08232:cpd28301;cpd25915:cpd28300	
rxn37441	rxn14017	(1) Glycerol-3-phosphate[0] + (1) Ubidecarenone[0] => (1) Glycerone-phosphate[0] + (1) ubiquinol(10)[0]	(1) Glycerol-3-phosphate[0] + (1) Q[0] => (1) Glycerone-phosphate[0] + (1) QH2[0]	cpd08232:cpd11669;cpd25915:cpd11665	
rxn37453	rxn12211	(1) O2[0] + (4) H+[0] + (2) ubiquinol(10)[0] => (2) H2O[0] + (4) H+[1] + (2) Ubidecarenone[0]	(1) O2[0] + (4) H+[0] + (2) QH2[0] <=> (2) H2O[0] + (4) H+[1] + (2) Q[0]	cpd25915:cpd11665;cpd08232:cpd11669	
rxn37453	rxn26291	(1) O2[0] + (4) H+[0] + (2) ubiquinol(10)[0] => (2) H2O[0] + (4) H+[1] + (2) Ubidecarenone[0]	(1) O2[0] + (4) H+[0] + (2) Ubiquinols[0] => (2) H2O[0] + (4) H+[1] + (2) Ubiquinones[0]	cpd25915:cpd28300;cpd08232:cpd28301	
rxn37457	rxn26766	(1) NADP[0] + (1) O2[0] + (1) Abscisic alcohol[0] => (1) H2O[0] + (1) NADPH[0] + (1) (-)-ABA[0]	(1) O2[0] + (1) Abscisic alcohol[0] + (1) NAD-P-OR-NOP[0] => (1) H2O[0] + (1) (-)-ABA[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn37458	rxn26766	(1) NAD[0] + (1) O2[0] + (1) Abscisic alcohol[0] => (1) H2O[0] + (1) NADH[0] + (1) (-)-ABA[0]	(1) O2[0] + (1) Abscisic alcohol[0] + (1) NAD-P-OR-NOP[0] => (1) H2O[0] + (1) (-)-ABA[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn37459	rxn26769	(1) NADP[0] + (1) O2[0] + (1) trans-ABA alcohol[0] => (1) H2O[0] + (1) NADPH[0] + (1) 2-trans-ABA[0]	(1) O2[0] + (1) trans-ABA alcohol[0] + (1) NAD-P-OR-NOP[0] => (1) H2O[0] + (1) 2-trans-ABA[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn37460	rxn26769	(1) NAD[0] + (1) O2[0] + (1) trans-ABA alcohol[0] => (1) H2O[0] + (1) NADH[0] + (1) 2-trans-ABA[0]	(1) O2[0] + (1) trans-ABA alcohol[0] + (1) NAD-P-OR-NOP[0] => (1) H2O[0] + (1) 2-trans-ABA[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn37461	rxn26797	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37462	rxn26797	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) H2O[0] + (1) NAD[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37467	rxn26806	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37468	rxn26806	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37479	rxn26837	(1) NADP[0] + (1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) NADPH[0] + (1) CO2[0] + (1) 4alpha-methyl-5alpha-cholesta-8-en-3-one[0]	(1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 4alpha-methyl-5alpha-cholesta-8-en-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn37480	rxn26837	(1) NAD[0] + (1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) NADH[0] + (1) CO2[0] + (1) 4alpha-methyl-5alpha-cholesta-8-en-3-one[0]	(1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 4alpha-methyl-5alpha-cholesta-8-en-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn37481	rxn26850	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37482	rxn26850	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] => (1) H2O[0] + (1) NAD[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37487	rxn26859	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37488	rxn26859	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37499	rxn26877	(1) NADP[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] => (1) NADPH[0] + (1) CO2[0] + (1) 5alpha-cholesta-8-en-3-one[0]	(1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 5alpha-cholesta-8-en-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn37500	rxn26877	(1) NAD[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] => (1) NADH[0] + (1) CO2[0] + (1) 5alpha-cholesta-8-en-3-one[0]	(1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 5alpha-cholesta-8-en-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn37501	rxn26882	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 7-Dehydrodesmosterol[0]	(1) O2[0] + (1) H+[0] + (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 7-Dehydrodesmosterol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37502	rxn26882	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 7-Dehydrodesmosterol[0]	(1) O2[0] + (1) H+[0] + (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 7-Dehydrodesmosterol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37505	rxn26899	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 14-Demethyllanosterol[0] => (1) H2O[0] + (1) NAD[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 14-Demethyllanosterol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37510	rxn26908	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37522	rxn26932	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-methylzymosterol[0] => (1) H2O[0] + (1) NAD[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4-methylzymosterol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37527	rxn26941	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37563	rxn27226	(1) Succinate[0] + (1) Ubidecarenone[0] <=> (1) Fumarate[0] + (1) ubiquinol(10)[0]	(1) Succinate[0] + (1) Acceptor[0] <=> (1) Fumarate[0] + (1) Donor-H2[0]	cpd08232:cpd22290;cpd25915:cpd26978	
rxn37563	rxn05836	(1) Succinate[0] + (1) Ubidecarenone[0] <=> (1) Fumarate[0] + (1) ubiquinol(10)[0]	(1) Succinate[0] + (1) A[0] <= (1) Fumarate[0] + (1) AH2[0]	cpd08232:cpd11609;cpd25915:cpd11610	
rxn37563	rxn41717	(1) Succinate[0] + (1) Ubidecarenone[0] <=> (1) Fumarate[0] + (1) ubiquinol(10)[0]	(1) Succinate[0] + (1) ETR-Quinones[0] <=> (1) Fumarate[0] + (1) ETR-Quinols[0]	cpd08232:cpd27012;cpd25915:cpd27011	
rxn37563	rxn27229	(1) Succinate[0] + (1) Ubidecarenone[0] <=> (1) Fumarate[0] + (1) ubiquinol(10)[0]	(1) Succinate[0] + (1) Ubiquinones[0] <=> (1) Fumarate[0] + (1) Ubiquinols[0]	cpd08232:cpd28301;cpd25915:cpd28300	
rxn37563	rxn06109	(1) Succinate[0] + (1) Ubidecarenone[0] <=> (1) Fumarate[0] + (1) ubiquinol(10)[0]	(1) Succinate[0] + (1) Q[0] <=> (1) Fumarate[0] + (1) QH2[0]	cpd08232:cpd11669;cpd25915:cpd11665	
rxn37569	rxn27363	(1) NADH[0] + (1) H+[0] + (1) Na+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (1) Na+[1] + (1) Ubiquinol-8[0]	(1) NADH[0] + (1) H+[0] + (1) Na+[0] + (1) Ubiquinones[0] <=> (1) NAD[0] + (1) Na+[1] + (1) Ubiquinols[0]	cpd15560:cpd28301;cpd15561:cpd28300	
rxn37571	rxn27363	(1) NADH[0] + (1) H+[0] + (1) Na+[0] + (1) Ubidecarenone[0] <=> (1) NAD[0] + (1) Na+[1] + (1) ubiquinol(10)[0]	(1) NADH[0] + (1) H+[0] + (1) Na+[0] + (1) Ubiquinones[0] <=> (1) NAD[0] + (1) Na+[1] + (1) Ubiquinols[0]	cpd08232:cpd28301;cpd25915:cpd28300	
rxn37623	rxn28961	(1) NADPH[0] + (3) H+[0] + (1) Plastoquinone A[0] => (1) NADP[0] + (1) plastoquinol A[0]	(1) Acceptor[0] + (1) plastoquinol A[0] <=> (1) Plastoquinone A[0] + (1) Donor-H2[0]	cpd00005:cpd26978;cpd00006:cpd22290	
rxn37624	rxn28961	(1) NADH[0] + (3) H+[0] + (1) Plastoquinone A[0] => (1) NAD[0] + (1) plastoquinol A[0]	(1) Acceptor[0] + (1) plastoquinol A[0] <=> (1) Plastoquinone A[0] + (1) Donor-H2[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn37625	rxn41736	(1) NADPH[0] + (1) H+[0] + (1) 3-oxo-dihomo gamma-linolenoyl-CoA[0] <=> (1) NADP[0] + (1) 3-hydroxy-dihomo gamma-linolenoyl-CoA[0]	(1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) 3-oxo-dihomo gamma-linolenoyl-CoA[0] <=> (1) NAD-P-OR-NOP[0] + (1) 3-hydroxy-dihomo gamma-linolenoyl-CoA[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37626	rxn41736	(1) NADH[0] + (1) H+[0] + (1) 3-oxo-dihomo gamma-linolenoyl-CoA[0] <=> (1) NAD[0] + (1) 3-hydroxy-dihomo gamma-linolenoyl-CoA[0]	(1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) 3-oxo-dihomo gamma-linolenoyl-CoA[0] <=> (1) NAD-P-OR-NOP[0] + (1) 3-hydroxy-dihomo gamma-linolenoyl-CoA[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37627	rxn28224	(1) NADPH[0] + (1) H+[0] + (1) 3-oxo-docosapentaenoyl-CoA[0] <=> (1) NADP[0] + (1) 3-hydroxy-docosapentaenoyl-CoA[0]	(1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) 3-oxo-docosapentaenoyl-CoA[0] <=> (1) NAD-P-OR-NOP[0] + (1) 3-hydroxy-docosapentaenoyl-CoA[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37628	rxn28224	(1) NADH[0] + (1) H+[0] + (1) 3-oxo-docosapentaenoyl-CoA[0] <=> (1) NAD[0] + (1) 3-hydroxy-docosapentaenoyl-CoA[0]	(1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) 3-oxo-docosapentaenoyl-CoA[0] <=> (1) NAD-P-OR-NOP[0] + (1) 3-hydroxy-docosapentaenoyl-CoA[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37650	rxn16999	(1) Ubiquinol-8[0] + (2) Cytochromes-C-Oxidized[0] <=> (2) H+[0] + (1) Ubiquinone-8[0] + (2) Cytochromes-C-Reduced[0]	(2) Cytochromes-C-Oxidized[0] + (1) Ubiquinols[0] <= (2) H+[0] + (2) Cytochromes-C-Reduced[0] + (1) Ubiquinones[0]	cpd15561:cpd28300;cpd15560:cpd28301	
rxn37724	rxn40562	(1) NADPH[0] + (1) H+[0] + (1) 3-oxo-eicosatrienoyl-CoA[0] <=> (1) NADP[0] + (1) 3-hydroxy-eicosatrienoyl-CoA[0]	(1) NAD-P-OR-NOP[0] + (1) 3-hydroxy-eicosatrienoyl-CoA[0] <=> (1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) 3-oxo-eicosatrienoyl-CoA[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37725	rxn40562	(1) NADH[0] + (1) H+[0] + (1) 3-oxo-eicosatrienoyl-CoA[0] <=> (1) NAD[0] + (1) 3-hydroxy-eicosatrienoyl-CoA[0]	(1) NAD-P-OR-NOP[0] + (1) 3-hydroxy-eicosatrienoyl-CoA[0] <=> (1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) 3-oxo-eicosatrienoyl-CoA[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37749	rxn37748	(3) NADPH[0] + (3) O2[0] + (2) H+[0] + (1) 4-methylzymosterol[0] => (4) H2O[0] + (3) NADP[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0]	(3) O2[0] + (2) H+[0] + (1) 4-methylzymosterol[0] + (3) NADH-P-OR-NOP[0] <=> (4) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] + (3) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37750	rxn37748	(3) NADH[0] + (3) O2[0] + (2) H+[0] + (1) 4-methylzymosterol[0] => (4) H2O[0] + (3) NAD[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0]	(3) O2[0] + (2) H+[0] + (1) 4-methylzymosterol[0] + (3) NADH-P-OR-NOP[0] <=> (4) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] + (3) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn37752	rxn37751	(3) NADPH[0] + (3) O2[0] + (2) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] => (4) H2O[0] + (3) NADP[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0]	(3) O2[0] + (2) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] + (3) NADH-P-OR-NOP[0] <=> (4) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] + (3) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn37753	rxn37751	(3) NADH[0] + (3) O2[0] + (2) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] => (4) H2O[0] + (3) NAD[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0]	(3) O2[0] + (2) H+[0] + (1) 4alpha-methyl-cholesta-8-enol[0] + (3) NADH-P-OR-NOP[0] <=> (4) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] + (3) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
