rn:R00001	polyphosphate polyphosphohydrolase; Polyphosphate + n H2O <=> (n+1) Oligophosphate
rn:R11068	3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate + L-Phenylalanine <=> L-Dihydroanticapsin + Phenylpyruvate
rn:R11069	Terpentetriene <=> Terpentecin
rn:R11070	trans-cinnamate carboxy-lyase; trans-Cinnamate <=> Styrene + CO2
rn:R11071	ferulate carboxy-lyase; Ferulate <=> 4-Vinylguaiacol + CO2
rn:R11072	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one cyclohydrolase; 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one <=> Dihydroneopterin phosphate + H2O
rn:R11073	7,8-dihydroneopterin 2'-epimerase; 7,8-Dihydroneopterin <=> 7,8-Dihydromonapterin
rn:R11074	(S)-malate carboxy-lyase; (S)-Malate <=> (S)-Lactate + CO2
rn:R11075	L-altarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming); L-Altarate <=> 5-Dehydro-4-deoxy-D-glucarate + H2O
rn:R11076	(R)-2-hydroxy-4-methylpentanoyl-CoA hydro-lyase; (R)-2-Hydroxyisocaproyl-CoA <=> Isocaprenoyl-CoA + H2O
rn:R11077	galactarate hydro-lyase (3-deoxy-D-threo-hex-2-ulosarate-forming); D-Galactarate <=> (2S,3R)-2,3-Dihydroxy-5-oxohexanedioate + H2O
rn:R11078	isoleucine 2-epimerase; L-Isoleucine <=> D-allo-Isoleucine
rn:R11079	2-epi-5-epi-valiolone 2-epimerase; 2-epi-5-epi-Valiolone <=> 5-epi-Valiolone
rn:R11080	1,2-diacyl-3-O-(beta-D-glucopyranosyl)-sn-glycerol 4-epimerase; 3-D-Glucosyl-1,2-diacylglycerol <=> 1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol
rn:R11081	2-epi-5-epi-valiolone-7-phosphate 2-epimerase; 2-epi-5-epi-Valiolone 7-phosphate <=> 5-epi-Valiolone 7-phosphate
rn:R11082	7,8-dihydroneopterin 3'-triphosphate 2'-epimerase; 7,8-Dihydroneopterin 3'-triphosphate <=> 7,8-Dihydromonapterin 3'-triphosphate
rn:R11083	D-glucaro-1,4-lactone lyase (ring-opening); D-Glucaro-1,4-lactone <=> 5-Dehydro-4-deoxy-D-glucarate
rn:R11084	L-allo-isoleucine:[peptidyl-carrier protein] ligase (AMP-forming); ATP + L-allo-Isoleucine + Peptidyl-carrier protein <=> AMP + Diphosphate + L-allo-Isoleucyl-[peptidyl-carrier protein]
rn:R11085	L-arginine:L-amino-acid ligase (ADP-forming); ATP + L-Arginine + L-Amino acid <=> ADP + Orthophosphate + L-Arginyl-L-amino acid
rn:R11086	geranyl-diphosphate:2-O-methyl-3-methylflaviolin geranyltransferase (6-linalyl-2-O,3-dimethylflaviolin-forming); Geranyl diphosphate + 2-O,3-Dimethylflaviolin <=> Diphosphate + 6-Linalyl-2-O,3-dimethylflaviolin
rn:R11087	geranyl-diphosphate:2-O,3-dimethylflaviolin geranyltransferase (7-O-geranyl-2-O,3-dimethylflaviolin-forming); Geranyl diphosphate + 2-O,3-Dimethylflaviolin <=> Diphosphate + 7-O-Geranyl-2-O,3-dimethylflaviolin
rn:R11088	S-adenosyl-3-(methylsulfanyl)propylamine:norspermidine 3-aminopropyltransferase; S-Adenosylmethioninamine + Norspermidine <=> 5'-Methylthioadenosine + Norspermine + H+
rn:R11089	S-adenosyl-3-(methylsulfanyl)propylamine:norspermine 3-aminopropyltransferase; S-Adenosylmethioninamine + Norspermine <=> 5'-Methylthioadenosine + Caldopentamine + H+
rn:R11090	ATP:[protein]-L-arginine N(omega)-phosphotransferase; ATP + Protein-L-arginine <=> ADP + Protein N(omega)-phospho-L-arginine
rn:R11091	2,6-Dichloro-p-benzoquinone + NADH + H+ <=> 2,6-Dichlorohydroquinone + NAD+
rn:R11092	2,5-Dichloro-p-benzoquinone + NADH + H+ <=> 2,5-Dichlorohydroquinone + NAD+
rn:R11093	5-Chloro-2-hydroxy-p-benzoquinone + NADH + H+ <=> 5-Chloro-1,2,4-trihydroxybenzene + NAD+
rn:R11094	5'-deoxyadenosine aminohydrolase; 5'-Deoxyadenosine + H2O <=> 5'-Deoxyinosine + Ammonia
rn:R11095	[protein]-N(omega)-phospho-L-arginine phosphohydrolase; Protein N(omega)-phospho-L-arginine + H2O <=> Protein-L-arginine + Orthophosphate
rn:R11096	24-Methylenecholesterol + NADPH + H+ <=> 24-epi-Campesterol + NADP+
rn:R11097	24-epi-campesterol,NADPH:oxygen oxidoreductase (22,23-dehydrogenating); 24-epi-Campesterol + NADPH + H+ + Oxygen <=> Brassicasterol + NADP+ + 2 H2O
rn:R11098	2-iminobutanoate aminohydrolase; 2-Iminobutanoate + H2O <=> 2-Oxobutanoate + Ammonia
rn:R11099	2-iminopropanoate aminohydrolase; 2-Iminopropanoate + H2O <=> Pyruvate + Ammonia
rn:R11100	Dehydroalanine <=> 2-Iminopropanoate
rn:R11101	2-Aminobut-2-enoate <=> 2-Iminobutanoate
rn:R11102	5-phospho-alpha-D-ribose-1-diphosphate:4-hydroxybenzoate 5-phospho-beta-D-ribofuranosyltransferase (decarboxylating); 5-Phospho-alpha-D-ribose 1-diphosphate + 4-Hydroxybenzoate <=> 4-(beta-D-Ribofuranosyl)phenol 5'-phosphate + CO2 + Diphosphate
rn:R11103	L-allo-isoleucyl-[peptidyl-carrier protein]:[peptidyl-carrier protein] L-allo-isoleucyltransferase; L-allo-Isoleucyl-[peptidyl-carrier protein] + Peptidyl-carrier protein <=> Peptidyl-carrier protein + L-allo-Isoleucyl-[peptidyl-carrier protein]
rn:R11104	NADH phosphohydrolase; NADH + H2O <=> AMP + NMNH
rn:R11105	7-Chloro-L-tryptophan + Oxygen <=> Monodechloroaminopyrrolnitrin + CO2 + 2 H2O
rn:R11106	Monodechloroaminopyrrolnitrin + FADH2 + Cl- + Oxygen + H+ <=> Aminopyrrolnitrin + FAD + 2 H2O
rn:R11107	Aminopyrrolnitrin + 2 NADPH + 2 Oxygen + 2 H+ <=> Pyrrolnitrin + 2 NADP+ + 2 H2O
rn:R11108	palmitoyl-[acyl-carrier protein],reduced-ferredoxin:oxygen oxidoreductase (4,5 cis-dehydrogenating); Hexadecanoyl-[acp] + 2 Reduced ferredoxin + Oxygen + 2 H+ <=> (4Z)-Hexadec-4-enoyl-[acyl-carrier protein] + 2 Oxidized ferredoxin + 2 H2O
rn:R11109	palmitoyl-[acyl-carrier protein],reduced-ferredoxin:oxygen oxidoreductase (6,7 cis-dehydrogenating); Hexadecanoyl-[acp] + 2 Reduced ferredoxin + Oxygen + 2 H+ <=> (6Z)-Hexadec-6-enoyl-[acyl-carrier protein] + 2 Oxidized ferredoxin + 2 H2O
rn:R11110	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA,ferrocytochrome-b5:oxygen oxidoreductase (6,7 cis-dehydrogenating); (9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> (6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA + 2 Ferricytochrome b5 + 2 H2O
rn:R11111	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA,ferrocytochrome-b5:oxygen oxidoreductase (6,7 cis-dehydrogenating); (9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> (6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA + 2 Ferricytochrome b5 + 2 H2O
rn:R11112	Diploptene + S-Adenosyl-L-methionine + Reduced acceptor <=> Adenosylhopane + L-Methionine + Acceptor
rn:R11113	Adenosylhopane + H2O <=> Ribosylhopane + Adenine
rn:R11114	Ribosylhopane <=> Bacteriohopanetetrol
rn:R11115	Bacteriohopanetetrol + UDP-N-acetyl-alpha-D-glucosamine <=> Bacteriohopanetetrol-acetylglucosamine + UDP
rn:R11116	Bacteriohopanetetrol-acetylglucosamine + H2O <=> Bacteriohopanetetrol-glucosamine + Acetate
rn:R11117	Bacteriohopanetetrol-glucosamine <=> Bacteriohopanetetrol cyclitol ether
rn:R11118	Ribosylhopane + L-Glutamate <=> Aminobacteriohopanetriol + 2-Oxoglutarate
rn:R11119	L-Tryptophan + Oxygen <=> IPA imine + Hydrogen peroxide
rn:R11120	2 IPA imine <=> Chromopyrrolate
rn:R11121	Chromopyrrolate + 2 Oxygen + 2 NADH + 3 H+ <=> K-252c + 2 CO2 + 3 H2O + 2 NAD+
rn:R11122	K-252c + dTDP-L-ristosamine <=> Holyrine A + dTDP
rn:R11123	Holyrine A <=> O-Demethyl-N-demethyl-staurosporine
rn:R11124	malonyl-CoA:acetyl-CoA malonyltransferase (5-methyl-1-naphthoic acid forming); Acetyl-CoA + 5 Malonyl-CoA + 3 NADPH + 3 H+ <=> 5-Methyl-1-naphthoate + 6 CoA + 5 CO2 + 4 H2O + 3 NADP+
rn:R11125	malonyl-CoA:acetyl-CoA malonyltransferase (2-hydroxy-5-methyl-1-naphthoic acid forming); Acetyl-CoA + 5 Malonyl-CoA + 2 NADPH + 2 H+ <=> 2-Hydroxy-5-methyl-1-naphthoate + 6 CoA + 5 CO2 + 3 H2O + 2 NADP+
rn:R11126	monacolin-J-acid:(S)-2-methylbutanoyl-[acp] (S)-2-methylbutanoyltransferase; Monacolin J acid + (S)-2-Methylbutanoyl-[acp] <=> Lovastatin acid + Acyl-carrier protein
rn:R11127	2-O-(alpha-D-glucopyranosyl)glycerol:phosphate beta-D-glucosyltransferase; 2-O-(alpha-D-Glucopyranosyl)glycerol + Orthophosphate <=> beta-D-Glucose 1-phosphate + Glycerol
rn:R11128	1,2-beta-D-glucan:phosphate alpha-D-glucosyltransferase; 1,2-beta-D-Glucan(n) + (n-2) Orthophosphate <=> Sophorose + (n-2) D-Glucose 1-phosphate
rn:R11129	O-Demethyl-N-demethyl-staurosporine <=> 3'-Demethylstaurosporine
rn:R11130	3-(Methylthio)propanoyl-CoA + FAD <=> 3-(Methylthio)acryloyl-CoA + FADH2
rn:R11131	2 IPA imine <=> Protodeoxyviolaceinic acid
rn:R11132	protodeoxyviolaceinate,NADPH:O2 oxidoreductase; Protodeoxyviolaceinic acid + Oxygen + NADPH + H+ <=> Deoxyviolaceinic acid + NADP+ + H2O
rn:R11133	Deoxyviolaceinic acid + Oxygen <=> Deoxyviolacein + CO2 + H2O
rn:R11134	protodeoxyviolaceinate,NADPH:O2 oxidoreductase; Protodeoxyviolaceinic acid + NADPH + Oxygen + H+ <=> Protoviolaceinic acid + NADP+ + H2O
rn:R11135	protoviolaceinate,NADPH:O2 oxidoreductase; Protoviolaceinic acid + Oxygen + NADPH + H+ <=> Violaceinic acid + NADP+ + H2O
rn:R11136	Violaceinic acid + Oxygen <=> Violacein + CO2 + H2O
rn:R11138	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose <=> dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose
rn:R11139	dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose <=> dTDP-L-ristosamine
rn:R11140	1,3-alpha-D-glucan:phosphate beta-D-glucosyltransferase; 1,3-alpha-D-Glucan(n) + (n-2) Orthophosphate <=> Nigerose + (n-2) beta-D-Glucose 1-phosphate
rn:R11141	pyruvate:(E)-oct-2-enal acetaldehydetransferase (decarboxylating); Pyruvate + trans-2-Octenal <=> (S)-3-Acetyloctanal + CO2
rn:R11142	5beta-cholestane-3alpha,7alpha,12alpha-triol,adrenodoxin:oxygen oxidoreductase (26-hydroxylating); 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + 6 Reduced adrenal ferredoxin + 6 H+ + 3 Oxygen <=> 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate + 6 Oxidized adrenal ferredoxin + 4 H2O
rn:R11143	[lipoyl-carrier protein]-L-lysine:lipoate ligase (AMP-forming); ATP + (R)-Lipoate + Apoprotein <=> Protein N6-(lipoyl)lysine + AMP + Diphosphate
rn:R11144	isolithocholate:NAD+ 3-oxidoreductase; Isolithocholate + NAD+ <=> 3-Oxo-5beta-cholanate + NADH + H+
rn:R11145	lithocholate:NADP+ 3-oxidoreductase; Lithocholic acid + NADP+ <=> 3-Oxo-5beta-cholanate + NADPH + H+
rn:R11146	isolithocholate:NADP+ 3-oxidoreductase; Isolithocholate + NADP+ <=> 3-Oxo-5beta-cholanate + NADPH + H+
rn:R11147	3,4-Dihydroxy-2-methy-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide + NAD+ <=> 4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide + NADH + H+
rn:R11148	Aurachin B + H2O <=> 3,4-Dihydroxy-2-methy-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide
rn:R11149	aurachin B:NAD+ 3-oxidoreductase; Aurachin B + NAD+ + H2O <=> 4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide + NADH + H+
rn:R11150	4-methyl-5-nitrocatechol,NADH:oxygen 5-oxidoreductase (5-hydroxylating, nitrite-forming); 4-Methyl-5-nitrocatechol + NADH + Oxygen + H+ <=> 2-Hydroxy-5-methylquinone + NAD+ + Nitrite + H2O
rn:R11151	rifampicin:NADH:oxygen oxidoreductase (2'-N-hydroxyrifampicin-forming); Rifampicin + NADH + Oxygen + H+ <=> 2'-N-Hydroxyrifampicin + NAD+ + H2O
rn:R11152	rifampicin:NADPH:oxygen oxidoreductase (2'-N-hydroxyrifampicin-forming); Rifampicin + NADPH + Oxygen + H+ <=> 2'-N-Hydroxyrifampicin + NADP+ + H2O
rn:R11153	1,3,7-trimethylurate,NADH:oxygen oxidoreductase (1,3,7-trimethyl-5-hydroxyisourate forming); 1,3,7-Trimethyluric acid + NADH + H+ + Oxygen <=> 1,3,7-Trimethyl-5-hydroxyisourate + NAD+ + H2O
rn:R11154	S-adenosyl 3-(methylthio)propylamine:spermidine 3-aminopropyltransferase [N4-bis(aminopropyl)spermidine synthesizing]; 2 S-Adenosylmethioninamine + Spermidine <=> 2 5'-Methylthioadenosine + N4-Bis(aminopropyl)spermidine
rn:R11155	protoasukamycin,NADH:oxygen oxidoreductase (4-hydroxylating); Protoasukamycin + NADH + H+ + Oxygen <=> 4-Hydroxyprotoasukamycin + NAD+ + H2O
rn:R11156	asperlicin C,NADH:oxygen oxidoreductase; Asperlicin C + NADH + H+ + Oxygen <=> Asperlicin E + NAD+ + H2O
rn:R11157	asperlicin C,NADPH:oxygen oxidoreductase; Asperlicin C + NADPH + H+ + Oxygen <=> Asperlicin E + NADP+ + H2O
rn:R11158	protodeoxyviolaceinate,NADH:O2 oxidoreductase; Protodeoxyviolaceinic acid + NADH + H+ + Oxygen <=> Protoviolaceinic acid + NAD+ + H2O
rn:R11159	S-adenosyl 3-(methylthio)propylamine:spermidine 3-aminopropyltransferase (N4-aminopropylspermidine synthesizing); S-Adenosylmethioninamine + Spermidine <=> 5'-Methylthioadenosine + N4-Aminopropylspermidine
rn:R11160	S-adenosyl 3-(methylthio)propylamine:N4-aminopropylspermidine 3-aminopropyltransferase [N4-bis(aminopropyl)spermidine synthesizing]; S-Adenosylmethioninamine + N4-Aminopropylspermidine <=> 5'-Methylthioadenosine + N4-Bis(aminopropyl)spermidine
rn:R11161	Dibenzothiophene + Reduced FMN + Oxygen <=> Dibenzothiophene-5-oxide + FMN + H2O
rn:R11162	Dibenzothiophene-5-oxide + Reduced FMN + Oxygen <=> Dibenzothiophene-5,5-dioxide + FMN + H2O
rn:R11163	dibenzothiophene,FMNH2:oxygen oxidoreductase; Dibenzothiophene + 2 Reduced FMN + 2 Oxygen <=> Dibenzothiophene-5,5-dioxide + 2 FMN + 2 H2O
rn:R11164	dibenzothiophene-5,5-dioxide,FMNH2:oxygen oxidoreductase; Dibenzothiophene-5,5-dioxide + 2 Reduced FMN + Oxygen <=> 2'-Hydroxybiphenyl-2-sulfinate + 2 FMN + H2O
rn:R11165	S-adenosyl-L-methionine:2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation factor 2] methyltransferase (diphthine methyl ester-[translation elongation factor 2]-forming); 4 S-Adenosyl-L-methionine + Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine <=> 4 S-Adenosyl-L-homocysteine + Peptide diphthine methyl ester
rn:R11166	diphthine methyl ester acylhydrolase; Peptide diphthine methyl ester + H2O <=> Peptide diphthine + Methanol
rn:R11168	carbon-monoxide:quinone oxidoreductase; CO + Quinone + H2O <=> CO2 + Hydroquinone
rn:R11169	protein-Npi-phospho-L-histidine:2-O-alpha-mannopyranosyl-D-glycerate 6'-O-phosphotransferase; Protein N(pi)-phospho-L-histidine + 2-O-(alpha-D-Mannosyl)-D-glycerate <=> Protein histidine + 2-O-(6-Phospho-alpha-mannosyl)-D-glycerate
rn:R11170	protein-Npi-phospho-L-histidine:N,N'-diacetylchitobiose 6'-O-phosphotransferase; Protein N(pi)-phospho-L-histidine + Chitobiose <=> Protein histidine + N,N'-Diacetylchitobiose 6'-phosphate
rn:R11171	protein-Npi-phospho-L-histidine:D-galactose 6-O-phosphotransferase; Protein N(pi)-phospho-L-histidine + D-Galactose <=> Protein histidine + D-Galactose 6-phosphate
rn:R11172	protein-Npi-phospho-L-histidine:cellobiose 6'-O-phosphotransferase; Protein N(pi)-phospho-L-histidine + Cellobiose <=> Protein histidine + 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose
rn:R11173	adenosylcobalamin-5'-phosphate phosphohydrolase; Adenosylcobalamin 5'-phosphate + H2O <=> Cobamide coenzyme + Orthophosphate
rn:R11174	adenosylcobinamide-GDP:alpha-ribazole adenosylcobinamide-phosphotransferase; Adenosine-GDP-cobinamide + N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole <=> GMP + Adenosylcobalamin 5'-phosphate
rn:R11175	(R,S)-Nicotine + Oxygen <=> N-Methylmyosmine + Hydrogen peroxide
rn:R11176	N-Methylmyosmine + H2O <=> Pseudooxynicotine
rn:R11177	nicotine oxidoreductase; (R,S)-Nicotine + H2O + Oxygen <=> Pseudooxynicotine + Hydrogen peroxide
rn:R11178	Pseudooxynicotine + H2O <=> 3-Succinoylpyridine + Methylamine
rn:R11179	3-Succinoylpyridine + H2O + Acceptor <=> 6-Hydroxy-3-succinoylpyridine + Reduced acceptor
rn:R11180	pseudouridine-5'-phosphate phosphohydrolase; Pseudouridine 5'-phosphate + H2O <=> Pseudouridine + Orthophosphate
rn:R11181	isatin amidohydrolase; Isatin + H2O <=> Isatinate
rn:R11182	acetyl-CoA:glycerone phosphate C-acetyltransferase; Glycerone phosphate + Acetyl-CoA <=> 3-Hydroxy-5-phosphooxypentane-2,4-dione + CoA
rn:R11183	ATP:(S)-4,5-dihydroxypentane-2,3-dione 5-phosphotransferase; ATP + (S)-4,5-Dihydroxypentane-2,3-dione <=> ADP + (4S)-4-Hydroxy-5-phosphooxypentane-2,3-dione
rn:R11184	ATP:acarbose 7IV-phosphotransferase; ATP + Acarbose <=> ADP + Acarbose 7IV-phosphate
rn:R11185	ATP:2-epi-5-epi-valiolone 7-phosphotransferase; ATP + 2-epi-5-epi-Valiolone <=> ADP + 2-epi-5-epi-Valiolone 7-phosphate
rn:R11186	ditrans,octacis-undecaprenyl-diphosphate:KDO2-lipid-A phosphotransferase; di-trans,poly-cis-Undecaprenyl diphosphate + KDO2-lipid A <=> di-trans,poly-cis-Undecaprenyl phosphate + KDO2-lipid A 1-diphosphate
rn:R11187	dihydromonacolin L-[acyl-carrier protein] hydrolase; Dihydromonacolin L-[acyl-carrier protein] + H2O <=> Acyl-carrier protein + Dihydromonacolin L acid
rn:R11188	nucleoside-3',5'-bisphosphate 3'-phosphohydrolase; Nucleoside 3',5'-bisphosphate + H2O <=> Nucleoside 5'-phosphate + Orthophosphate
rn:R11189	2,4-dinitroanisole hydrolase; 2,4-Dinitroanisole + H2O <=> Methanol + 2,4-Dinitrophenol
rn:R11190	L-Alanyl-gamma-D-glutamyl-L-lysine + H2O <=> L-Alanyl-D-glutamate + L-Lysine
rn:R11191	S-adenosyl-L-methionine:6-demethylmitomycin-A 6-O-methyltransferase; S-Adenosyl-L-methionine + 7-Demethylmitomycin A <=> S-Adenosyl-L-homocysteine + Mitomycin A
rn:R11192	S-adenosyl-L-methionine:6-demethylmitomycin-B 6-O-methyltransferase; S-Adenosyl-L-methionine + 7-Demethylmitomycin B <=> S-Adenosyl-L-homocysteine + Mitomycin B
rn:R11193	S-adenosyl-L-methionine:(4E,8E)-sphinga-4,8-dienine ceramide C-methyltransferase; S-Adenosyl-L-methionine + (4E,8E)-Sphinga-4,8-dienine ceramide <=> S-Adenosyl-L-homocysteine + 9-Methyl-(4E,8E)-sphinga-4,8-dienine ceramide
rn:R11194	2,4-dimethylphenol:oxidized azurin oxidoreductase (methyl-hydroxylating); 2,4-Dimethylphenol + 4 Oxidized azurin + H2O <=> 4-Hydroxy-3-methylbenzaldehyde + 4 Reduced azurin + 4 H+
rn:R11195	4-hydroxy-3-methylbenzaldehyde:NADP+ oxidoreductase; 4-Hydroxy-3-methylbenzaldehyde + NADP+ + H2O <=> 4-Hydroxy-3-methylbenzoate + NADPH + H+
rn:R11196	4-Hydroxy-3-methylbenzoate <=> 4-Hydroxyisophthalate
rn:R11197	4-Hydroxyisophthalate + Oxygen + NADH + H+ <=> 3,4-Dihydroxybenzoate + H2O + NAD+ + CO2
rn:R11198	4-Hydroxyisophthalate + Oxygen + NADPH + H+ <=> 3,4-Dihydroxybenzoate + H2O + NADP+ + CO2
rn:R11199	sinapoyl-CoA:spermidine N-sinapoyltransferase; 2 Sinapoyl-CoA + Spermidine <=> 2 CoA + N1,N8-Bis(sinapoyl)spermidine
rn:R11200	4-coumaroyl-CoA:spermidine N-(4-coumaroyl)transferase; 2 p-Coumaroyl-CoA + Spermidine <=> 2 CoA + N1,N8-Bis(4-coumaroyl)spermidine
rn:R11201	(9Z)-hexadec-9-enoyl-CoA:[Wnt]-L-serine O-hexadecenoyltransferase; Palmitoleoyl-CoA + [Wnt]-L-serine <=> CoA + [Wnt]-O-(9Z)-hexadec-9-enoyl-L-serine
rn:R11202	[Wnt]-O-(9Z)-hexadec-9-enoyl-L-serine acylhydrolase; [Wnt]-O-(9Z)-hexadec-9-enoyl-L-serine + H2O <=> [Wnt]-L-serine + (9Z)-Hexadecenoic acid
rn:R11203	5'-triphospho-mRNA:GDP 5'-phosphopolyribonucleotidyltransferase [G(5')ppp-mRNA-forming]; 5'-Triphospho-[mRNA] + GDP <=> Diphosphate + G(5')pppPur-mRNA
rn:R11204	phosphatidylethanolamine:KDO2-lipid-A 7''-O-ethanolaminephosphotransferase; Phosphatidylethanolamine + KDO2-lipid A <=> 1,2-Diacyl-sn-glycerol + PEtN-KDO2-lipid A
rn:R11205	phosphatidylethanolamine:KDO2-lipid-IVA 7''-O-ethanolaminephosphotransferase; Phosphatidylethanolamine + KDO2-lipid IVA <=> 1,2-Diacyl-sn-glycerol + PEtN-KDO2-lipid IV(A)
rn:R11206	3-(3,4-dihydroxyphenyl)propanoyl-CoA:(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate CoA-transferase; Dihydrocaffeoyl-CoA + Caffeate <=> 3,4-Dihydroxyphenylpropanoate + Caffeoyl-CoA
rn:R11207	[prokaryotic ubiquitin-like protein]:[protein]-L-lysine ligase (ADP-forming); ATP + Prokaryotic ubiquitin-like protein + Protein lysine <=> ADP + Orthophosphate + Pupylated protein
rn:R11208	pupylated-protein depupylase; Pupylated protein + H2O <=> Prokaryotic ubiquitin-like protein + Protein lysine
rn:R11209	[prokaryotic ubiquitin-like protein]-L-glutamine amidohydrolase; [Prokaryotic ubiquitin-like protein]-L-glutamine + H2O <=> Prokaryotic ubiquitin-like protein + Ammonia
rn:R11210	(-)-yatein,2-oxoglutarate:oxygen oxidoreductase (ring-forming); Dihydroanhydropodorhizol + 2-Oxoglutarate + Oxygen <=> Deoxypodophyllotoxin + Succinate + CO2 + H2O
rn:R11211	(-)-bursehernin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating); Bursehernin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (-)-5'-Demethylyatein + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R11212	(-)-deoxypodophyllotoxin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating); 4'-Demethyldeoxypodophyllotoxin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 4'-Demethylepipodophyllotoxin + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R11213	2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate (2S)-3-sulfolactaldehyde-lyase (pyruvate-forming); 2-Dehydro-3,6-dideoxy-6-sulfo-D-gluconate <=> (2S)-3-Sulfolactaldehyde + Pyruvate
rn:R11214	6-deoxy-6-sulfo-D-gluconate hydro-lyase (2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate-forming); 6-Deoxy-6-sulfo-D-gluconate <=> 2-Dehydro-3,6-dideoxy-6-sulfo-D-gluconate + H2O
rn:R11215	6-tuliposide-B D-glucose-lyase (tulipalin-B-forming); 6-Tuliposide B <=> Tulipalin B + D-Glucose
rn:R11216	S-adenosyl-L-methionine:[protein]-L-arginine N-methyltransferase; S-Adenosyl-L-methionine + Protein-L-arginine <=> S-Adenosyl-L-homocysteine + Protein N(omega)-methyl-L-arginine
rn:R11217	S-adenosyl-L-methionine:[protein]-N(omega)-methyl-L-arginine N-methyltransferase ([protein]-N(omega),N(omega)-dimethyl-L-arginine-forming); S-Adenosyl-L-methionine + Protein N(omega)-methyl-L-arginine <=> S-Adenosyl-L-homocysteine + Protein N(omega),N(omega)-dimethyl-L-arginine
rn:R11218	S-adenosyl-L-methionine:[protein]-N(omega)-methyl-L-arginine N-methyltransferase ([protein]-N(omega),N(omega)'-dimethyl-L-arginine-forming); S-Adenosyl-L-methionine + Protein N(omega)-methyl-L-arginine <=> S-Adenosyl-L-homocysteine + Protein N(omega),N(omega)'-dimethyl-L-arginine
rn:R11219	S-adenosyl-L-methionine:[protein]-L-arginine N-methyltransferase ([protein]-N(omega),N(omega)-dimethyl-L-arginine-forming); 2 S-Adenosyl-L-methionine + Protein-L-arginine <=> 2 S-Adenosyl-L-homocysteine + Protein N(omega),N(omega)-dimethyl-L-arginine
rn:R11220	S-adenosyl-L-methionine:[protein]-L-arginine N-methyltransferase ([protein]-N(omega),N(omega)'-dimethyl-L-arginine-forming); 2 S-Adenosyl-L-methionine + Protein-L-arginine <=> 2 S-Adenosyl-L-homocysteine + Protein N(omega),N(omega)'-dimethyl-L-arginine
rn:R11221	S-adenosyl-L-methionine:[protein]-L-arginine N-methyltransferase ([protein]-N5-methyl-L-arginine-forming); S-Adenosyl-L-methionine + Protein-L-arginine <=> S-Adenosyl-L-homocysteine + Protein N5-methyl-L-arginine
rn:R11222	(-)-matairesinol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (methylenedioxy-bridge-forming); Matairesinol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Pluviatolide + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
rn:R11223	1-palmitoyl-2-acyl-sn-glycero-3-phosphocholine:lipid A in lipopolysaccharide palmitoyltransferase; Palmitoylphosphatidylcholine + Hexa-acyl lipid A in lipopolysaccharide <=> 2-Acyl-sn-glycero-3-phosphocholine + Hepta-acyl lipid A in lipopolysaccharide
