SCENARIO	REACTION
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:49:reactions	R00621
Lysine degradation:Lysine to Aminoadipate:13:reactions	R00449
Lysine degradation:Lysine to Aminoadipate:13:reactions	R00460
Lysine degradation:Lysine to Aminoadipate:13:reactions	R00716
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02203
Lysine degradation:Lysine to Aminoadipate:13:reactions	R00715
Lysine degradation:Lysine to Aminoadipate:13:reactions	R03102
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02273
Lysine degradation:Lysine to Aminoadipate:13:reactions	R03275
Lysine degradation:Lysine to Aminoadipate:13:reactions	R04175
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02401
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02315
Lysine degradation:Lysine to Aminoadipate:13:reactions	R00461
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02205
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02313
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02204
Lysine degradation:Lysine to Aminoadipate:13:reactions	R03103
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02274
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02317
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02201
Lysine degradation:Lysine to Aminoadipate:13:reactions	R00462
Lysine degradation:Lysine to Aminoadipate:13:reactions	R02851
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00551
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R04189
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00248
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00670
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00667
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00671
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R01398
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R01416
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R01152
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R04217
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R01155
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00150
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00832
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00707
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00566
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R01157
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R05049
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00411
Arginine and Ornithine Degradation:Ornithine to Putrescine:1:reactions	R00552
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Pyruvate:28:reactions	R03321
Purine conversions:AMP to Hypoxanthine:9:reactions	R00182
Purine conversions:AMP to Hypoxanthine:9:reactions	R02142
Purine conversions:AMP to Hypoxanthine:9:reactions	R01561
Purine conversions:AMP to Hypoxanthine:9:reactions	R00183
Purine conversions:AMP to Hypoxanthine:9:reactions	R00332
Purine conversions:AMP to Hypoxanthine:9:reactions	R02089
Purine conversions:AMP to Hypoxanthine:9:reactions	R02748
Purine conversions:AMP to Hypoxanthine:9:reactions	R01227
Purine conversions:AMP to Hypoxanthine:9:reactions	R01244
Purine conversions:AMP to Hypoxanthine:9:reactions	R01245
Purine conversions:AMP to Hypoxanthine:9:reactions	R01083
Purine conversions:AMP to Hypoxanthine:9:reactions	R01863
Purine conversions:AMP to Hypoxanthine:9:reactions	R01677
Purine conversions:AMP to Hypoxanthine:9:reactions	R01135
Purine conversions:AMP to Hypoxanthine:9:reactions	R01967
Purine conversions:AMP to Hypoxanthine:9:reactions	R01562
Purine conversions:AMP to Hypoxanthine:9:reactions	R00330
Purine conversions:AMP to Hypoxanthine:9:reactions	R00127
Purine conversions:AMP to Hypoxanthine:9:reactions	R02088
Purine conversions:AMP to Hypoxanthine:9:reactions	R01676
Purine conversions:AMP to Hypoxanthine:9:reactions	R01130
Purine conversions:AMP to Hypoxanthine:9:reactions	R02556
Purine conversions:AMP to Hypoxanthine:9:reactions	R01231
Purine conversions:AMP to Hypoxanthine:9:reactions	R01969
Purine conversions:AMP to Hypoxanthine:9:reactions	R02147
Purine conversions:AMP to Hypoxanthine:9:reactions	R01547
Purine conversions:AMP to Hypoxanthine:9:reactions	R00190
Purine conversions:AMP to Hypoxanthine:9:reactions	R01770
Purine conversions:AMP to Hypoxanthine:9:reactions	R01856
Purine conversions:AMP to Hypoxanthine:9:reactions	R01560
Purine conversions:AMP to Hypoxanthine:9:reactions	R02719
Purine conversions:AMP to Hypoxanthine:9:reactions	R01229
Purine conversions:AMP to Hypoxanthine:9:reactions	R01968
Purine conversions:AMP to Hypoxanthine:9:reactions	R01228
Purine conversions:AMP to Hypoxanthine:9:reactions	R02297
Purine conversions:AMP to Hypoxanthine:9:reactions	R01132
Purine conversions:AMP to Hypoxanthine:9:reactions	R02148
Purine conversions:AMP to Hypoxanthine:9:reactions	R01230
Purine conversions:AMP to Hypoxanthine:9:reactions	R00185
Purine conversions:AMP to Hypoxanthine:9:reactions	R01134
Purine conversions:AMP to Hypoxanthine:9:reactions	R02143
Purine conversions:AMP to Hypoxanthine:9:reactions	R02090
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R07613
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R02755
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R04336
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R02735
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R00451
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R04364
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R04467
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R04199
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R02734
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R04365
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R02291
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R04475
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R00480
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R02292
Lysine Biosynthesis DAP Pathway:Aspartate to Diaminoheptanedioate:3:reactions	R02733
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00551
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R04189
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00670
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00667
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00671
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R01398
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R01416
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R01152
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R04217
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R01155
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00832
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00707
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00566
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R01157
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R05049
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00411
Arginine and Ornithine Degradation:Ornithine to Proline:1:reactions	R00552
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:1:reactions	R03321
Nitrate and nitrite ammonification:Nitrite to Ammonia:2:reactions	R00790
Nitrate and nitrite ammonification:Nitrite to Ammonia:2:reactions	R05712
Nitrate and nitrite ammonification:Nitrite to Ammonia:2:reactions	R00800
Nitrate and nitrite ammonification:Nitrite to Ammonia:2:reactions	R00789
Nitrate and nitrite ammonification:Nitrite to Ammonia:2:reactions	R00787
Nitrate and nitrite ammonification:Nitrite to Ammonia:2:reactions	R01106
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:24:reactions	R03321
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R04217
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R01155
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R04189
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R00707
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R00670
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R00667
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R00671
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R01157
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R00566
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R01398
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R05049
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R00411
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R01416
Arginine and Ornithine Degradation:Arginine to Putrescine:1:reactions	R01152
Melibiose Utilization:Melibiose to Galactose and Glucose:1:reactions	R01101
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R03096
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R04380
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R01647
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R00673
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R01795
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R04132
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R00736
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R01959
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R00685
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R00699
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R00679
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R01372
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R04418
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R00678
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R04379
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R03303
Aromatic amino acid degradation:Tyrosine to Tyramine:1:reactions	R04134
Biotin biosynthesis:Pimelate to PimeloylCoA:1:reactions	R03231
Biotin biosynthesis:Pimelate to PimeloylCoA:1:reactions	R03209
Biotin biosynthesis:Pimelate to PimeloylCoA:1:reactions	R01078
Biotin biosynthesis:Pimelate to PimeloylCoA:1:reactions	R01074
Biotin biosynthesis:Pimelate to PimeloylCoA:1:reactions	R03182
Biotin biosynthesis:Pimelate to PimeloylCoA:1:reactions	R03210
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01752
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01514
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R02030
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R00846
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01799
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R00842
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R00844
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R02055
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01801
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01800
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R00851
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R00847
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01036
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R02239
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R00848
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R01797
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R02240
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R02029
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:3:reactions	R02241
Purine Utilization:Guanine to Allantoin:3:reactions	R02103
Purine Utilization:Guanine to Allantoin:3:reactions	R02106
Purine Utilization:Guanine to Allantoin:3:reactions	R01768
Purine Utilization:Guanine to Allantoin:3:reactions	R06604
Purine Utilization:Guanine to Allantoin:3:reactions	R01676
Purine Utilization:Guanine to Allantoin:3:reactions	R06605
Purine Utilization:Guanine to Allantoin:3:reactions	R01769
