Class	Sub-class	Name	Role	Reaction
Respiration	ATP synthases	F0F1-type_ATP_synthase	ATP synthase beta chain (EC 3.6.3.14)	rxn10042
Respiration	ATP synthases	F0F1-type_ATP_synthase	ATP synthase delta chain (EC 3.6.3.14)	rxn10042
Respiration	ATP synthases	F0F1-type_ATP_synthase	ATP synthase epsilon chain (EC 3.6.3.14)	rxn10042
Respiration	ATP synthases	F0F1-type_ATP_synthase	ATP synthase gamma chain (EC 3.6.3.14)	rxn10042
Respiration	ATP synthases	F0F1-type_ATP_synthase	ATP synthase protein I	rxn10042
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn00868
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn02268
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn05732
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn10010
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn10011
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn10012
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn10013
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	rxn10014
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)	rxn11934
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)	rxn11934
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dehydrogenases, typically selenocysteine-containing	rxn00371
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	rxn08354
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	rxn08356
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	rxn09313
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	rxn09315
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	rxn08354
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	rxn08356
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	rxn09313
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	rxn09315
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	rxn08354
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	rxn08356
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	rxn09313
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	rxn09315
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	CoB--CoM heterodisulfide reductase subunit A (EC 1.8.98.1)	rxn03126
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	CoB--CoM heterodisulfide reductase subunit B (EC 1.8.98.1)	rxn03126
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	CoB--CoM heterodisulfide reductase subunit C (EC 1.8.98.1)	rxn03126
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	AA3-600 quinol oxidase subunit I	rxn10046
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	AA3-600 quinol oxidase subunit II	rxn10046
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	AA3-600 quinol oxidase subunit IIII	rxn10046
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	AA3-600 quinol oxidase subunit IV	rxn10046
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10118
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Transport ATP-binding protein CydC	rxn10113
Respiration	Electron accepting reactions	Cytochrome_c_oxidases_d@O_copy	Transport ATP-binding protein CydD	rxn10113
Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase	AA3-600 quinol oxidase subunit I	rxn10046
Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase	AA3-600 quinol oxidase subunit II	rxn10046
Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase	AA3-600 quinol oxidase subunit IIII	rxn10046
Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase	AA3-600 quinol oxidase subunit IV	rxn10046
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Copper-containing nitrite reductase (EC 1.7.2.1)	rxn05890
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Copper-translocating P-type ATPase (EC 3.6.3.4)	rxn05528
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Copper-translocating P-type ATPase (EC 3.6.3.4)	rxn10481
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide IIA (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide VIIc, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide VIa-liver, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide Va, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase polypeptide Vb, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase subunit 2a (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	quinol oxidase polypeptide I QoxB (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	quinol oxidase polypeptide II QoxA (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	quinol oxidase polypeptide III QoxC (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases	quinol oxidase polypeptide IV QoxD (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Copper-containing nitrite reductase (EC 1.7.2.1)	rxn05890
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Copper-translocating P-type ATPase (EC 3.6.3.4)	rxn05528
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Copper-translocating P-type ATPase (EC 3.6.3.4)	rxn10481
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide IIA (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide VIIc, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide VIa-liver, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide Va, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase polypeptide Vb, mitochondrial precursor (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase subunit 2a (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	rxn10043
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]	rxn00058
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	quinol oxidase polypeptide I QoxB (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	quinol oxidase polypeptide II QoxA (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	quinol oxidase polypeptide III QoxC (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases_copy	quinol oxidase polypeptide IV QoxD (EC:1.9.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_O_ubiquinol_oxidase	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10118
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Transport ATP-binding protein CydC	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_d_ubiquinol_oxidases	Transport ATP-binding protein CydD	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	AA3-600 quinol oxidase subunit I	rxn10046
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	AA3-600 quinol oxidase subunit II	rxn10046
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	AA3-600 quinol oxidase subunit IIII	rxn10046
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	AA3-600 quinol oxidase subunit IV	rxn10046
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10113
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	rxn10806
Respiration	Electron accepting reactions	Terminal_cytochrome_oxidases	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	rxn10113
